Date	Time-DEL	Time	GHI	DNI	DIF	flagR	SE	SA	TEMP	AP	RH	WS	WD	PWAT
19.11.2020	1:30:00	1:00:00	0	0	0	0	-34.52	-86.47	14.9	968.1	61.1	1.6	103	15.4
19.11.2020	2:30:00	2:00:00	0	0	0	0	-21.79	-79.52	14.4	968	63	1.6	103	15.2
19.11.2020	3:30:00	3:00:00	0	0	0	0	-9.19	-72.59	14.3	967.9	63.2	1.5	105	15
19.11.2020	4:30:00	4:00:00	34	142	19	2	3.13	-65.06	14.5	968	62.3	1.4	109	15
19.11.2020	5:30:00	5:00:00	198	497	77	1	13.94	-56.35	16.2	968.3	56.8	1.3	114	15
19.11.2020	6:30:00	6:00:00	370	626	117	1	23.91	-45.78	18.1	968.5	51.9	1.2	114	15.1
19.11.2020	7:30:00	7:00:00	513	701	141	1	32.03	-32.68	19.8	968.4	46.3	1.2	122	15.1
19.11.2020	8:30:00	8:00:00	603	739	154	1	37.42	-16.8	21.4	968.1	41.2	1.1	145	15.2
19.11.2020	9:30:00	9:00:00	632	752	157	1	39.18	1.03	22.3	967.5	38.7	0.8	170	15.3
19.11.2020	10:30:00	10:00:00	597	740	151	1	36.97	18.72	23.5	966.8	35.4	0.7	209	15.5
19.11.2020	11:30:00	11:00:00	500	699	137	1	31.23	34.31	23.8	966.4	36.6	1.2	253	15.7
19.11.2020	12:30:00	12:00:00	357	634	108	1	22.85	47.09	23.9	966.4	38.1	1.7	276	16.1
19.11.2020	13:30:00	13:00:00	179	482	69	1	12.73	57.41	23.3	966.5	41.2	2.3	290	16.6
19.11.2020	14:30:00	14:00:00	26	124	16	1	1.95	65.96	22	966.7	46.8	2.5	299	17.3
19.11.2020	15:30:00	15:00:00	0	0	0	0	-10.68	73.39	21.2	966.9	53.2	2.4	305	17.8
19.11.2020	16:30:00	16:00:00	0	0	0	0	-23.22	80.29	19.9	967.2	61.4	2.3	308	18
19.11.2020	17:30:00	17:00:00	0	0	0	0	-35.97	87.3	18.2	967.3	70.1	2.1	307	18.2
19.11.2020	18:30:00	18:00:00	0	0	0	0	-48.79	95.41	17.5	967.3	74.9	1.7	298	18.5
19.11.2020	19:30:00	19:00:00	0	0	0	0	-61.38	106.93	16.7	967.2	79.6	1.4	282	18.8
19.11.2020	20:30:00	20:00:00	0	0	0	0	-72.7	129.89	15.8	967.1	85.1	1.3	266	19
19.11.2020	21:30:00	21:00:00	0	0	0	0	-77.97	-176.31	15.3	966.9	88.6	1.5	251	20
19.11.2020	22:30:00	22:00:00	0	0	0	0	-71.57	-126.11	14.7	966.5	92.6	1.7	245	21.3
19.11.2020	23:30:00	23:00:00	0	0	0	0	-59.98	-105.3	14.6	966.5	92	1.7	249	21.2
20.11.2020	0:30:00	0:00:00	0	0	0	0	-47.5	-94.12	14.5	966.3	90.2	1.7	252	21.3
20.11.2020	1:30:00	1:00:00	0	0	0	0	-34.67	-86.26	14.4	965.9	90.4	1.6	252	21.2
20.11.2020	2:30:00	2:00:00	0	0	0	0	-21.94	-79.33	13.9	965.9	91.5	1.6	241	21.1
20.11.2020	3:30:00	3:00:00	0	0	0	0	-9.38	-72.42	13.9	966.1	91.1	1.9	220	21
20.11.2020	4:30:00	4:00:00	31	121	19	2	2.98	-64.91	14.7	966.2	89.7	2.1	213	20.4
20.11.2020	5:30:00	5:00:00	162	276	100	1	13.75	-56.21	16.1	966.5	86.5	2	211	19.9
20.11.2020	6:30:00	6:00:00	318	357	166	1	23.69	-45.67	16.5	966.6	83.3	2.1	217	19.3
20.11.2020	7:30:00	7:00:00	427	480	180	1	31.8	-32.62	17.9	966.8	73.9	2.5	228	19
20.11.2020	8:30:00	8:00:00	440	383	206	1	37.18	-16.8	19.6	966.7	64.4	3.1	241	19.2
20.11.2020	9:30:00	9:00:00	522	388	278	1	38.96	0.94	20.3	966.1	58.7	4	253	19.1
20.11.2020	10:30:00	10:00:00	426	340	227	1	36.78	18.57	21.5	965.4	49.8	5	259	18.6
20.11.2020	11:30:00	11:00:00	472	526	200	1	31.07	34.11	21.7	965	46.4	5.6	264	18
20.11.2020	12:30:00	12:00:00	346	539	135	1	22.73	46.88	21.6	964.9	44.3	5.5	271	16.8
20.11.2020	13:30:00	13:00:00	177	450	74	1	12.63	57.2	20.8	964.9	45.4	5	276	16
20.11.2020	14:30:00	14:00:00	24	102	16	1	1.87	65.74	19.8	965.3	46.5	3.9	280	15.7
20.11.2020	15:30:00	15:00:00	0	0	0	0	-10.74	73.16	18.7	965.8	48	2.7	287	15.8
20.11.2020	16:30:00	16:00:00	0	0	0	0	-23.26	80.04	18	966.2	50.6	1.9	291	16.1
20.11.2020	17:30:00	17:00:00	0	0	0	0	-36.01	87.01	17.3	966.4	53.1	1.3	275	16.1
20.11.2020	18:30:00	18:00:00	0	0	0	0	-48.83	95.05	16.9	966.6	52.7	1.5	244	16.3
20.11.2020	19:30:00	19:00:00	0	0	0	0	-61.43	106.45	16.2	966.8	53.1	2.1	233	16.7
20.11.2020	20:30:00	20:00:00	0	0	0	0	-72.82	129.21	16.1	967.1	54.5	2.5	238	17.1
20.11.2020	21:30:00	21:00:00	0	0	0	0	-78.19	-176.54	16	967.7	55.6	2.9	231	18.3
20.11.2020	22:30:00	22:00:00	0	0	0	0	-71.77	-125.72	15.1	968.2	59	3.5	219	20.1
20.11.2020	23:30:00	23:00:00	0	0	0	0	-60.14	-104.96	15	968.4	60.9	3.6	227	20.6
21.11.2020	0:30:00	0:00:00	0	0	0	0	-47.65	-93.86	14.8	968.5	62.1	3.4	225	20.3
21.11.2020	1:30:00	1:00:00	0	0	0	0	-34.82	-86.05	14.4	968.5	65.6	3.1	219	19.3
21.11.2020	2:30:00	2:00:00	0	0	0	0	-22.1	-79.15	14.1	969.1	69.3	2.8	214	18.1
21.11.2020	3:30:00	3:00:00	0	0	0	0	-9.56	-72.26	13.9	969.7	70.7	3	210	16.7
21.11.2020	4:30:00	4:00:00	33	186	15	2	2.83	-64.77	13.6	970.3	71.2	3.3	206	15.1
21.11.2020	5:30:00	5:00:00	203	625	54	1	13.56	-56.09	14.1	970.7	69.3	3.6	206	14
21.11.2020	6:30:00	6:00:00	376	745	80	1	23.49	-45.57	15.3	971.3	64.4	4	213	13.8
21.11.2020	7:30:00	7:00:00	512	783	103	1	31.58	-32.56	16.8	971.7	57	4.6	224	14.1
21.11.2020	8:30:00	8:00:00	594	784	123	1	36.95	-16.81	18	971.9	48.7	5	236	14.5
21.11.2020	9:30:00	9:00:00	619	781	130	1	38.74	0.86	18.6	971.6	44.4	5.5	244	15.4
21.11.2020	10:30:00	10:00:00	587	781	121	1	36.59	18.41	19.4	971.3	40.3	5.9	248	16.5
21.11.2020	11:30:00	11:00:00	493	691	134	1	30.91	33.92	19.7	971.3	40.3	6	253	16.7
21.11.2020	12:30:00	12:00:00	345	602	117	1	22.61	46.67	19.8	971.5	41.6	5.7	259	16.8
21.11.2020	13:30:00	13:00:00	184	596	50	1	12.54	56.98	19	971.7	45.5	5.4	264	16.8
21.11.2020	14:30:00	14:00:00	26	178	13	1	1.8	65.52	18.1	972.1	48.2	4.6	268	16.7
21.11.2020	15:30:00	15:00:00	0	0	0	0	-10.79	72.93	17.6	972.7	49	3.4	271	16.7
21.11.2020	16:30:00	16:00:00	0	0	0	0	-23.3	79.79	16.8	973.4	52.9	2.4	276	16.7
21.11.2020	17:30:00	17:00:00	0	0	0	0	-36.04	86.73	15.5	973.9	58.1	1.6	278	16.8
21.11.2020	18:30:00	18:00:00	0	0	0	0	-48.87	94.71	14.7	974.2	60.6	1	262	16.8
21.11.2020	19:30:00	19:00:00	0	0	0	0	-61.48	105.97	14.1	974.4	62.5	1	232	16.7
21.11.2020	20:30:00	20:00:00	0	0	0	0	-72.93	128.52	13.2	974.6	65.7	1.2	220	16.7
21.11.2020	21:30:00	21:00:00	0	0	0	0	-78.4	-176.8	12.9	974.8	66.9	1.5	214	17
21.11.2020	22:30:00	22:00:00	0	0	0	0	-71.96	-125.34	12.5	974.9	70.3	2.1	213	17.5
21.11.2020	23:30:00	23:00:00	0	0	0	0	-60.31	-104.63	12.3	975	72.5	2.1	222	17.5
22.11.2020	0:30:00	0:00:00	0	0	0	0	-47.8	-93.61	12.3	975	73.4	1.9	229	17.4
22.11.2020	1:30:00	1:00:00	0	0	0	0	-34.97	-85.84	12.4	975.1	73.6	1.6	233	17.3
22.11.2020	2:30:00	2:00:00	0	0	0	0	-22.26	-78.97	12.7	975.2	73.2	1.4	228	17.2
22.11.2020	3:30:00	3:00:00	0	0	0	0	-9.74	-72.1	12.9	975.6	73.8	1.5	219	17.3
22.11.2020	4:30:00	4:00:00	32	193	14	2	2.68	-64.63	13.2	976.2	73.6	1.7	210	17.2
22.11.2020	5:30:00	5:00:00	200	636	51	1	13.37	-55.96	14.5	976.7	69.5	1.6	205	17
22.11.2020	6:30:00	6:00:00	375	742	81	1	23.28	-45.47	15.9	977.2	68.3	1.5	207	16.8
22.11.2020	7:30:00	7:00:00	529	816	105	1	31.36	-32.5	17.3	977.4	66.3	1.5	211	16.5
22.11.2020	8:30:00	8:00:00	599	820	110	1	36.73	-16.82	18.6	977.1	61.4	1.2	218	16.1
22.11.2020	9:30:00	9:00:00	626	825	112	1	38.53	0.77	19.4	976.7	57.7	1.1	209	16
22.11.2020	10:30:00	10:00:00	592	816	107	1	36.4	18.26	20.4	976.1	53.1	1.4	193	16
22.11.2020	11:30:00	11:00:00	485	730	110	1	30.76	33.72	20.5	975.6	52	1.1	203	15.4
22.11.2020	12:30:00	12:00:00	328	552	114	1	22.49	46.46	20.8	975.4	51.1	1	237	15
22.11.2020	13:30:00	13:00:00	166	439	72	1	12.46	56.77	20.6	975.2	50.9	1.2	276	14.9
22.11.2020	14:30:00	14:00:00	25	133	13	1	1.74	65.31	19.8	975.2	52.9	1.6	304	15.1
22.11.2020	15:30:00	15:00:00	0	0	0	0	-10.84	72.71	19.1	975.5	57.7	2	318	15.6
22.11.2020	16:30:00	16:00:00	0	0	0	0	-23.34	79.55	17.9	975.9	65.2	2.2	324	16.1
22.11.2020	17:30:00	17:00:00	0	0	0	0	-36.07	86.46	16.3	976.2	73.1	2	328	16.4
22.11.2020	18:30:00	18:00:00	0	0	0	0	-48.89	94.37	15.5	976.3	77.3	1.4	333	16.6
22.11.2020	19:30:00	19:00:00	0	0	0	0	-61.53	105.51	14.9	976.4	80	0.9	333	16.6
22.11.2020	20:30:00	20:00:00	0	0	0	0	-73.03	127.84	14.4	976.3	81.7	0.3	334	16.3
22.11.2020	21:30:00	21:00:00	0	0	0	0	-78.61	-177.08	14	976	85	0.4	174	16.1
22.11.2020	22:30:00	22:00:00	0	0	0	0	-72.16	-124.98	13.8	975.8	89.9	1	196	16
22.11.2020	23:30:00	23:00:00	0	0	0	0	-60.47	-104.31	13.6	975.6	89.4	1	204	15.7
23.11.2020	0:30:00	0:00:00	0	0	0	0	-47.94	-93.37	13.4	975.4	89.1	1	214	15.6
23.11.2020	1:30:00	1:00:00	0	0	0	0	-35.12	-85.65	13	975.5	89.8	0.8	219	15.8
23.11.2020	2:30:00	2:00:00	0	0	0	0	-22.41	-78.8	12.9	975.5	90.9	0.3	189	15.9
23.11.2020	3:30:00	3:00:00	0	0	0	0	-9.91	-71.95	12.9	975.7	89.7	0.4	123	15.9
23.11.2020	4:30:00	4:00:00	30	188	13	2	2.53	-64.5	13.2	975.9	89	0.8	134	15.9
23.11.2020	5:30:00	5:00:00	196	628	51	1	13.18	-55.85	14.3	976	85.5	0.9	135	15.8
23.11.2020	6:30:00	6:00:00	370	754	75	1	23.08	-45.38	16.2	976.3	77.9	1	116	16
23.11.2020	7:30:00	7:00:00	508	797	96	1	31.15	-32.46	18.2	976.3	68.3	1.5	95	16.3
23.11.2020	8:30:00	8:00:00	594	781	130	1	36.51	-16.83	20.4	976	58.5	1.7	77	16.6
23.11.2020	9:30:00	9:00:00	625	796	132	1	38.32	0.68	20.9	975.4	56.4	1.9	59	16.9
23.11.2020	10:30:00	10:00:00	614	863	104	1	36.22	18.1	21.7	974.5	53.5	2.2	50	17.1
23.11.2020	11:30:00	11:00:00	515	811	99	1	30.62	33.53	22.1	973.8	51.8	2.5	47	17.1
23.11.2020	12:30:00	12:00:00	345	625	105	1	22.38	46.25	22.1	973.7	50.9	2.5	45	17.2
23.11.2020	13:30:00	13:00:00	144	291	70	1	12.38	56.56	21.7	973.7	50.8	2.5	40	17.4
23.11.2020	14:30:00	14:00:00	22	126	14	1	1.68	65.09	20.6	973.9	52.6	2.3	30	17.7
23.11.2020	15:30:00	15:00:00	0	0	0	0	-10.88	72.49	19.3	974.2	57.4	2.2	18	17.9
23.11.2020	16:30:00	16:00:00	0	0	0	0	-23.36	79.31	18.3	974.5	64.3	2.4	16	17.7
23.11.2020	17:30:00	17:00:00	0	0	0	0	-36.09	86.19	17.2	974.6	68.9	2.4	18	17.3
23.11.2020	18:30:00	18:00:00	0	0	0	0	-48.91	94.04	16.4	974.6	72.3	2.2	23	16.7
23.11.2020	19:30:00	19:00:00	0	0	0	0	-61.56	105.05	15.5	974.4	75.7	2.1	31	16
23.11.2020	20:30:00	20:00:00	0	0	0	0	-73.12	127.15	14.6	974.1	78.5	2.2	38	15.3
23.11.2020	21:30:00	21:00:00	0	0	0	0	-78.8	-177.38	14.3	973.6	80.1	2.2	46	14.8
23.11.2020	22:30:00	22:00:00	0	0	0	0	-72.34	-124.63	14.2	973.1	79.9	2.4	58	14.6
23.11.2020	23:30:00	23:00:00	0	0	0	0	-60.62	-104	13.9	972.8	79.8	2.3	63	14.2
24.11.2020	0:30:00	0:00:00	0	0	0	0	-48.09	-93.14	13.9	972.4	80.3	2.2	67	14
24.11.2020	1:30:00	1:00:00	0	0	0	0	-35.27	-85.46	13.6	972.1	82.1	2	73	14
24.11.2020	2:30:00	2:00:00	0	0	0	0	-22.56	-78.64	13.2	971.9	84.4	2	78	14.1
24.11.2020	3:30:00	3:00:00	0	0	0	0	-10.08	-71.81	13.1	971.8	86.8	2	83	14.2
24.11.2020	4:30:00	4:00:00	25	115	16	2	2.37	-64.37	13.1	971.9	87.2	1.9	87	14
24.11.2020	5:30:00	5:00:00	132	210	92	1	12.99	-55.74	14.3	972	81.9	1.8	87	13.7
24.11.2020	6:30:00	6:00:00	324	458	137	1	22.88	-45.3	15.8	972.1	74.7	2	84	13.3
24.11.2020	7:30:00	7:00:00	521	776	120	1	30.94	-32.41	17.7	971.9	62	2.3	83	13.1
24.11.2020	8:30:00	8:00:00	590	726	161	1	36.3	-16.85	19.9	971.3	47.7	2.3	85	13.1
24.11.2020	9:30:00	9:00:00	621	717	178	1	38.13	0.58	20.8	970.6	39.8	1.9	84	12.8
24.11.2020	10:30:00	10:00:00	517	475	240	1	36.05	17.95	22	969.6	33.1	1.4	78	12.3
24.11.2020	11:30:00	11:00:00	449	476	207	1	30.48	33.34	22.2	968.9	32.9	1	64	12.2
24.11.2020	12:30:00	12:00:00	330	563	110	1	22.28	46.05	22.4	968.6	31.9	0.7	38	12
24.11.2020	13:30:00	13:00:00	171	422	79	1	12.3	56.36	22.2	968.4	32.4	0.8	356	11.8
24.11.2020	14:30:00	14:00:00	25	162	13	1	1.62	64.89	21.1	968.4	38	1.2	336	11.7
24.11.2020	15:30:00	15:00:00	0	0	0	0	-10.92	72.27	19.7	968.4	45.6	1.4	330	11.8
24.11.2020	16:30:00	16:00:00	0	0	0	0	-23.39	79.08	18.7	968.5	52.6	1.5	328	12
24.11.2020	17:30:00	17:00:00	0	0	0	0	-36.1	85.92	17.2	968.5	61.2	1.3	320	12.1
24.11.2020	18:30:00	18:00:00	0	0	0	0	-48.93	93.71	16.5	968.4	66.3	1.1	304	12
24.11.2020	19:30:00	19:00:00	0	0	0	0	-61.59	104.6	15.7	968.3	68.7	1.1	282	11.9
24.11.2020	20:30:00	20:00:00	0	0	0	0	-73.21	126.47	14.3	968	73.6	1.3	269	11.9
24.11.2020	21:30:00	21:00:00	0	0	0	0	-79	-177.7	13.4	967.7	75.4	1.4	254	11.8
24.11.2020	22:30:00	22:00:00	0	0	0	0	-72.53	-124.29	12.6	967.1	77.8	1.6	239	11.8
24.11.2020	23:30:00	23:00:00	0	0	0	0	-60.78	-103.7	12.2	966.7	81.7	1.6	236	11.9
25.11.2020	0:30:00	0:00:00	0	0	0	0	-48.24	-92.92	12.2	966.3	84.2	1.7	239	12.1
25.11.2020	1:30:00	1:00:00	0	0	0	0	-35.41	-85.28	11.9	966	85.4	1.7	245	12.5
25.11.2020	2:30:00	2:00:00	0	0	0	0	-22.72	-78.49	11.4	965.9	86.5	1.8	244	13
25.11.2020	3:30:00	3:00:00	0	0	0	0	-10.25	-71.68	11.2	965.9	87.2	1.7	240	13.4
25.11.2020	4:30:00	4:00:00	26	150	13	2	2.22	-64.25	11.4	966.2	87.4	1.6	235	13.6
25.11.2020	5:30:00	5:00:00	189	582	57	1	12.81	-55.64	12.8	966.4	84.2	1.6	233	13.7
25.11.2020	6:30:00	6:00:00	356	680	95	1	22.68	-45.22	14.5	966.5	79.5	1.7	236	14
25.11.2020	7:30:00	7:00:00	494	747	113	1	30.73	-32.38	16.7	966.3	73.6	2	247	14.3
25.11.2020	8:30:00	8:00:00	584	773	128	1	36.1	-16.88	19.3	965.8	65.5	2.3	254	14.6
25.11.2020	9:30:00	9:00:00	552	566	204	1	37.93	0.49	20.2	965.2	59.9	3.2	254	15.3
25.11.2020	10:30:00	10:00:00	509	504	214	1	35.89	17.79	20.8	964.4	54	4.8	256	16.7
25.11.2020	11:30:00	11:00:00	453	521	187	1	30.35	33.15	21.2	964	51.4	5.7	263	17.9
25.11.2020	12:30:00	12:00:00	301	379	160	1	22.18	45.85	20.9	964.2	51.9	6.2	269	19
25.11.2020	13:30:00	13:00:00	126	212	77	1	12.23	56.16	19.7	964.6	58.8	6.2	275	19.3
25.11.2020	14:30:00	14:00:00	16	83	8	1	1.57	64.68	18.4	964.9	66.1	5.9	278	19
25.11.2020	15:30:00	15:00:00	0	0	0	0	-10.95	72.06	17.9	965.5	67.5	5.5	283	19
25.11.2020	16:30:00	16:00:00	0	0	0	0	-23.41	78.86	17.1	966.1	72.2	4.9	285	19.5
25.11.2020	17:30:00	17:00:00	0	0	0	0	-36.12	85.66	15.9	966.4	78.5	3.9	275	19.6
25.11.2020	18:30:00	18:00:00	0	0	0	0	-48.94	93.39	15.2	966.6	82.2	3.7	257	19.5
25.11.2020	19:30:00	19:00:00	0	0	0	0	-61.62	104.16	14.7	966.9	83.8	4.2	253	19.5
25.11.2020	20:30:00	20:00:00	0	0	0	0	-73.28	125.79	14.1	966.9	84.2	4.4	250	18.7
25.11.2020	21:30:00	21:00:00	0	0	0	0	-79.18	-178.05	13.8	966.8	82.3	4.5	240	17.7
25.11.2020	22:30:00	22:00:00	0	0	0	0	-72.71	-123.97	13.4	966.7	77.8	5.1	237	18.2
25.11.2020	23:30:00	23:00:00	0	0	0	0	-60.94	-103.41	13.3	966.7	75.9	5.3	232	18.6
26.11.2020	0:30:00	0:00:00	0	0	0	0	-48.39	-92.7	13	966.8	75.3	5.4	230	18.9
26.11.2020	1:30:00	1:00:00	0	0	0	0	-35.56	-85.1	13	966.8	74.5	5.5	231	19.2
26.11.2020	2:30:00	2:00:00	0	0	0	0	-22.87	-78.34	12.8	966.9	74.9	5.6	231	19.3
26.11.2020	3:30:00	3:00:00	0	0	0	0	-10.42	-71.55	12.5	967.2	76.9	5.7	231	19.1
26.11.2020	4:30:00	4:00:00	16	22	14	2	2.05	-64.14	12.7	967.6	78.1	5.6	232	19
26.11.2020	5:30:00	5:00:00	184	543	60	1	12.63	-55.55	13.6	968.3	76	5.6	234	19.3
26.11.2020	6:30:00	6:00:00	339	590	114	1	22.49	-45.15	14.4	968.9	74.2	6.2	238	19.7
26.11.2020	7:30:00	7:00:00	491	751	110	1	30.53	-32.35	15	969.2	72.3	7.1	245	19.8
26.11.2020	8:30:00	8:00:00	512	501	219	1	35.89	-16.91	15.8	969	67.8	7.4	251	19.5
26.11.2020	9:30:00	9:00:00	491	490	190	1	37.75	0.39	16.3	968.4	64.9	7	261	19.8
26.11.2020	10:30:00	10:00:00	158	47	130	1	35.73	17.63	16.9	968	63.6	6.3	272	20.8
26.11.2020	11:30:00	11:00:00	95	7	91	1	30.23	32.97	17.5	967.9	61.5	5.7	274	20.6
26.11.2020	12:30:00	12:00:00	146	81	119	1	22.09	45.66	17.6	968.1	61.3	5.4	275	20.1
26.11.2020	13:30:00	13:00:00	73	207	40	1	12.17	55.96	17.4	968.2	62.2	5.1	280	19.6
26.11.2020	14:30:00	14:00:00	24	146	13	1	1.53	64.49	16.6	968.8	67.9	4	291	19.5
26.11.2020	15:30:00	15:00:00	0	0	0	0	-10.97	71.86	15.9	969.4	74.6	2.8	309	19.5
26.11.2020	16:30:00	16:00:00	0	0	0	0	-23.42	78.63	15.2	970.2	80.1	2.1	323	19.3
26.11.2020	17:30:00	17:00:00	0	0	0	0	-36.12	85.41	14.2	970.7	85.3	1.4	323	19.3
26.11.2020	18:30:00	18:00:00	0	0	0	0	-48.95	93.08	13.6	971.1	87.3	0.9	303	19.4
26.11.2020	19:30:00	19:00:00	0	0	0	0	-61.64	103.73	12.9	971.5	89.6	0.8	271	19.3
26.11.2020	20:30:00	20:00:00	0	0	0	0	-73.35	125.12	12.1	971.6	92	0.9	246	19
26.11.2020	21:30:00	21:00:00	0	0	0	0	-79.36	-178.42	12	971.7	91.7	1.3	222	19
26.11.2020	22:30:00	22:00:00	0	0	0	0	-72.89	-123.67	12	971.6	91.9	2	200	19.3
26.11.2020	23:30:00	23:00:00	0	0	0	0	-61.09	-103.14	11.5	971.4	92.7	2.1	185	18.8
27.11.2020	0:30:00	0:00:00	0	0	0	0	-48.53	-92.5	11.3	971.4	92.6	1.8	184	18.4
27.11.2020	1:30:00	1:00:00	0	0	0	0	-35.71	-84.94	11.1	971.3	93.1	1.5	196	18.3
27.11.2020	2:30:00	2:00:00	0	0	0	0	-23.02	-78.2	10.7	971.5	93.6	1.1	200	18.3
27.11.2020	3:30:00	3:00:00	0	0	0	0	-10.58	-71.43	10.7	972	93.4	1	197	18.3
27.11.2020	4:30:00	4:00:00	26	155	15	2	1.89	-64.04	10.9	972.5	92.5	0.9	204	18.4
27.11.2020	5:30:00	5:00:00	183	586	54	1	12.46	-55.46	11.5	973	90.8	0.7	212	18.4
27.11.2020	6:30:00	6:00:00	364	760	76	1	22.3	-45.09	12.8	973.4	86.5	0.6	214	18.2
27.11.2020	7:30:00	7:00:00	512	836	90	1	30.34	-32.33	15.3	973.5	74.2	0.4	202	17.9
27.11.2020	8:30:00	8:00:00	604	868	99	1	35.7	-16.94	17.2	973.2	63	0.3	163	17.7
27.11.2020	9:30:00	9:00:00	581	633	195	1	37.57	0.29	18	972.6	59.9	0.3	89	17.5
27.11.2020	10:30:00	10:00:00	563	672	173	1	35.58	17.48	18.5	972.1	57.8	0.6	38	17.4
27.11.2020	11:30:00	11:00:00	481	723	118	1	30.11	32.78	18.6	971.6	56.2	1.1	52	17.4
27.11.2020	12:30:00	12:00:00	353	726	79	1	22.01	45.46	18.8	971.5	54.8	1.5	51	17.4
27.11.2020	13:30:00	13:00:00	176	578	51	1	12.11	55.76	18.6	971.6	54.2	1.8	40	17.3
27.11.2020	14:30:00	14:00:00	23	137	13	2	1.49	64.29	17.4	971.8	57.9	2	22	17.1
27.11.2020	15:30:00	15:00:00	0	0	0	0	-10.99	71.66	16.3	972.1	65.1	2.1	10	16.8
27.11.2020	16:30:00	16:00:00	0	0	0	0	-23.43	78.42	15.3	972.3	71.2	2	8	16.6
27.11.2020	17:30:00	17:00:00	0	0	0	0	-36.12	85.17	14.4	972.6	76.1	1.7	10	16.4
27.11.2020	18:30:00	18:00:00	0	0	0	0	-48.95	92.78	13.7	972.8	78.5	1.3	10	16.3
27.11.2020	19:30:00	19:00:00	0	0	0	0	-61.65	103.31	13.2	972.9	79.7	1	8	16.2
27.11.2020	20:30:00	20:00:00	0	0	0	0	-73.41	124.45	13.1	972.7	80.2	0.9	14	16.2
27.11.2020	21:30:00	21:00:00	0	0	0	0	-79.54	-178.81	12.7	972.5	79.9	0.7	49	16.9
27.11.2020	22:30:00	22:00:00	0	0	0	0	-73.07	-123.38	11.9	972.3	80.6	0.8	108	17.8
27.11.2020	23:30:00	23:00:00	0	0	0	0	-61.24	-102.87	12.1	972	80.8	0.8	139	17.6
28.11.2020	0:30:00	0:00:00	0	0	0	0	-48.67	-92.31	12.1	971.7	81	0.7	160	17.2
28.11.2020	1:30:00	1:00:00	0	0	0	0	-35.85	-84.78	11.8	971.6	81.5	0.7	177	17
28.11.2020	2:30:00	2:00:00	0	0	0	0	-23.17	-78.07	11.7	971.6	81.4	0.8	191	16.9
28.11.2020	3:30:00	3:00:00	0	0	0	0	-10.75	-71.32	11.8	971.9	79.6	0.8	189	17
28.11.2020	4:30:00	4:00:00	23	82	18	2	1.72	-63.94	11.8	972.4	78.7	0.8	199	17.2
28.11.2020	5:30:00	5:00:00	77	93	60	1	12.28	-55.38	12.8	972.9	76	0.8	239	17.5
28.11.2020	6:30:00	6:00:00	234	288	115	1	22.12	-45.04	14	973.6	73.3	1.4	276	17.9
28.11.2020	7:30:00	7:00:00	500	758	120	1	30.15	-32.31	15	973.8	71.6	2.1	294	18.1
28.11.2020	8:30:00	8:00:00	596	807	128	1	35.51	-16.98	16.1	973.5	68.1	2.4	304	18.1
28.11.2020	9:30:00	9:00:00	482	465	200	1	37.39	0.18	17.1	973	66	2.3	313	18.3
28.11.2020	10:30:00	10:00:00	407	282	243	1	35.43	17.33	18.4	972.3	62.4	2.3	317	18.6
28.11.2020	11:30:00	11:00:00	405	367	220	1	30	32.6	18.5	972.1	62.3	2.5	319	18.6
28.11.2020	12:30:00	12:00:00	343	640	102	1	21.93	45.27	18.5	971.8	63.5	2.5	326	18.4
28.11.2020	13:30:00	13:00:00	171	490	64	1	12.06	55.57	17.9	971.9	64.4	2.6	329	18.3
28.11.2020	14:30:00	14:00:00	21	81	14	2	1.46	64.1	16.9	972.3	68.2	2.3	321	18.4
28.11.2020	15:30:00	15:00:00	0	0	0	0	-11.01	71.46	16.2	972.8	73.3	1.9	308	18.1
28.11.2020	16:30:00	16:00:00	0	0	0	0	-23.43	78.21	15.1	973.2	80	1.7	299	17.5
28.11.2020	17:30:00	17:00:00	0	0	0	0	-36.12	84.93	13.8	973.5	87.5	1.3	297	17
28.11.2020	18:30:00	18:00:00	0	0	0	0	-48.94	92.48	13.6	973.8	88.1	0.8	290	16.6
28.11.2020	19:30:00	19:00:00	0	0	0	0	-61.65	102.9	13.3	974	88.6	0.5	265	16.3
28.11.2020	20:30:00	20:00:00	0	0	0	0	-73.46	123.79	12.7	974.1	91.1	0.5	233	16
28.11.2020	21:30:00	21:00:00	0	0	0	0	-79.7	-179.23	11.9	974	93.7	0.6	201	16.3
28.11.2020	22:30:00	22:00:00	0	0	0	0	-73.24	-123.1	11	973.9	94.8	1	187	17
28.11.2020	23:30:00	23:00:00	0	0	0	0	-61.39	-102.62	10.8	974	94.8	1.3	194	16.7
29.11.2020	0:30:00	0:00:00	0	0	0	0	-48.82	-92.12	10.6	974.1	93.7	1.5	201	16.5
29.11.2020	1:30:00	1:00:00	0	0	0	0	-35.99	-84.63	10.3	974	94	1.5	202	16.3
29.11.2020	2:30:00	2:00:00	0	0	0	0	-23.31	-77.95	9.7	974	95	1.4	198	16
29.11.2020	3:30:00	3:00:00	0	0	0	0	-10.91	-71.21	10	974.1	93.1	1.3	188	15.6
29.11.2020	4:30:00	4:00:00	24	141	14	2	1.55	-63.85	10.2	974.4	90.3	1	175	15.3
