Day,Month,Hour,Hour Of Year,Total Manufacturing, Coal ,Gas, Renewable , Other ,GHI,Air temperature,Wind Speed
30/01/2020,1,13:00:00,710,"8,619","2,527","4,859","1,201",32,465,15.8,3
30/01/2020,1,14:00:00,711,"8,744","2,522","4,978","1,214",30,295,14.9,2.7
30/01/2020,1,15:00:00,712,"8,793","2,529","5,275",959,30,111,13.6,2.4
30/01/2020,1,16:00:00,713,"8,726","2,435","5,676",584,31,0,12.4,2.1
30/01/2020,1,17:00:00,714,"9,323","2,414","6,760",118,31,0,11.2,1.5
30/01/2020,1,18:00:00,715,"10,628","2,859","7,526",116,127,0,10.6,0.9
30/01/2020,1,19:00:00,716,"10,890","2,856","7,891",111,32,0,9.7,0.6
30/01/2020,1,20:00:00,717,"10,824","2,886","7,797",111,30,0,8.7,0.9
30/01/2020,1,21:00:00,718,"10,456","2,888","7,435",102,31,0,8.4,1.7
30/01/2020,1,22:00:00,719,"9,925","2,898","6,977",20,30,0,8.2,2.7
30/01/2020,1,23:00:00,720,"9,074","2,722","6,306",16,30,0,8.3,3.2
31/01/2020,1,0:00:00,721,"8,347","2,742","5,557",17,31,0,8.5,3.5
31/01/2020,1,1:00:00,722,"7,470","2,479","4,939",21,31,0,8.4,3.7
31/01/2020,1,2:00:00,723,"6,764","2,363","4,351",19,31,0,8.6,3.7
31/01/2020,1,3:00:00,724,"6,338","2,380","3,896",29,33,0,8.9,3.8
31/01/2020,1,4:00:00,725,"6,313","2,387","3,863",30,33,0,9,4.1
31/01/2020,1,5:00:00,726,"6,596","2,395","4,062",31,108,8,9.6,4.3
31/01/2020,1,6:00:00,727,"7,098","2,457","4,502",30,109,84,10.4,4.8
31/01/2020,1,7:00:00,728,"7,845","2,695","5,011",31,108,262,11.8,5.7
31/01/2020,1,8:00:00,729,"8,701","3,234","5,177",182,108,268,13.1,6.3
31/01/2020,1,9:00:00,730,"9,139","3,268","5,314",451,106,235,13.4,6.2
31/01/2020,1,10:00:00,731,"9,183","3,481","5,061",534,107,341,13.9,6.5
31/01/2020,1,11:00:00,732,"9,213","3,539","4,945",621,108,621,14.7,7.4
31/01/2020,1,12:00:00,733,"9,252","3,663","4,439","1,044",106,501,14.8,7.6
31/01/2020,1,13:00:00,734,"9,227","3,348","4,519","1,190",170,465,14.2,7.1
31/01/2020,1,14:00:00,735,"9,220","3,149","4,886","1,153",32,298,12.9,5.8
31/01/2020,1,15:00:00,736,"9,424","3,092","5,336",965,31,113,11.8,4.5
31/01/2020,1,16:00:00,737,"9,625","3,102","5,935",556,32,1,11,4
31/01/2020,1,17:00:00,738,"9,819","3,131","6,589",69,30,0,10.1,3.6
31/01/2020,1,18:00:00,739,"10,473","3,129","7,282",31,31,0,9.2,3.4
31/01/2020,1,19:00:00,740,"10,179","2,932","7,189",26,32,0,8.9,3.2
31/01/2020,1,20:00:00,741,"9,715","2,623","7,041",19,32,0,8.6,3.1
31/01/2020,1,21:00:00,742,"9,485","2,479","6,953",21,32,0,8.4,3.2
31/01/2020,1,22:00:00,743,"9,125","2,428","6,636",29,32,0,8,3.3
31/01/2020,1,23:00:00,744,"8,497","2,392","6,043",28,34,0,7.7,3.5
01/02/2020,2,0:00:00,745,"7,759","2,382","5,318",26,33,0,7.5,3.7
01/02/2020,2,1:00:00,746,"7,059","2,393","4,610",24,32,0,7.4,3.7
01/02/2020,2,2:00:00,747,"6,647","2,384","4,217",15,31,0,7,3.6
01/02/2020,2,3:00:00,748,"6,401","2,387","3,965",18,31,0,7,3.6
01/02/2020,2,4:00:00,749,"6,316","2,391","3,877",17,31,0,7.1,3.6
01/02/2020,2,5:00:00,750,"6,518","2,382","4,080",24,32,8,7.7,3.6
01/02/2020,2,6:00:00,751,"6,766","2,390","4,323",21,32,133,8.6,3.7
01/02/2020,2,7:00:00,752,"6,886","2,389","4,417",50,30,296,10,4.2
01/02/2020,2,8:00:00,753,"7,514","2,597","4,455",431,31,431,11.7,4.7
01/02/2020,2,9:00:00,754,"8,061","2,654","4,591",784,32,517,12.5,5.1
01/02/2020,2,10:00:00,755,"8,599","2,841","4,686","1,040",32,532,13,5.5
01/02/2020,2,11:00:00,756,"8,494","3,308","3,881","1,273",32,354,13.3,5.9
01/02/2020,2,12:00:00,757,"8,545","3,397","4,115","1,001",32,382,13.6,6
01/02/2020,2,13:00:00,758,"8,515","3,384","4,170",929,32,283,13.6,5.7
01/02/2020,2,14:00:00,759,"8,556","3,388","4,270",866,32,232,13.1,4.8
01/02/2020,2,15:00:00,760,"8,514","3,031","4,731",720,32,112,12.7,3.7
01/02/2020,2,16:00:00,761,"8,797","2,915","5,451",399,32,1,11.9,3.1
01/02/2020,2,17:00:00,762,"9,246","3,063","6,126",27,30,0,10.7,2.6
01/02/2020,2,18:00:00,763,"10,255","3,125","7,069",30,31,0,10.5,2.3
01/02/2020,2,19:00:00,764,"10,707","3,335","7,315",26,31,0,9.9,2.3
01/02/2020,2,20:00:00,765,"10,460","3,184","7,225",19,32,0,9.5,2.4
01/02/2020,2,21:00:00,766,"10,164","3,078","6,945",16,125,0,9.1,2.6
01/02/2020,2,22:00:00,767,"9,668","2,932","6,572",11,153,0,8.6,2.8
01/02/2020,2,23:00:00,768,"8,874","2,828","6,001",11,34,0,8.8,2.8
02/02/2020,2,0:00:00,769,"7,898","2,833","5,021",12,32,0,9,2.7
02/02/2020,2,1:00:00,770,"6,988","2,422","4,523",12,31,0,8.9,2.5
02/02/2020,2,2:00:00,771,"6,253","2,371","3,839",11,32,0,8.6,2.4
02/02/2020,2,3:00:00,772,"6,026","2,371","3,614",9,32,0,8.4,2.2
02/02/2020,2,4:00:00,773,"6,033","2,358","3,634",9,32,0,8.3,2.1
02/02/2020,2,5:00:00,774,"6,440","2,357","4,041",10,32,8,9.2,1.9
02/02/2020,2,6:00:00,775,"7,226","2,357","4,826",11,32,111,10.2,1.6
02/02/2020,2,7:00:00,776,"8,556","2,430","6,038",56,32,257,11.8,1.5
02/02/2020,2,8:00:00,777,"8,870","2,651","5,909",273,37,279,13.9,1.3
02/02/2020,2,9:00:00,778,"9,033","2,552","5,883",534,64,308,14.5,1
02/02/2020,2,10:00:00,779,"9,013","2,611","5,444",895,63,324,15.2,0.9
02/02/2020,2,11:00:00,780,"8,941","2,523","5,159","1,111",148,492,15.4,0.7
02/02/2020,2,12:00:00,781,"8,793","2,545","5,249",960,39,577,15.6,0.8
02/02/2020,2,13:00:00,782,"8,779","2,511","5,320",910,38,466,15.6,1
02/02/2020,2,14:00:00,783,"8,787","2,514","5,258",800,215,302,15,1.1
02/02/2020,2,15:00:00,784,"8,920","2,474","5,249",981,216,115,13.8,1.3
02/02/2020,2,16:00:00,785,"8,842","2,436","5,613",654,139,1,12.5,1.6
02/02/2020,2,17:00:00,786,"9,271","2,400","6,517",139,215,0,11.4,1.8
02/02/2020,2,18:00:00,787,"10,497","2,484","7,789",11,213,0,10.7,1.7
02/02/2020,2,19:00:00,788,"10,854","2,477","8,082",12,283,0,9.9,1.4
02/02/2020,2,20:00:00,789,"10,894","2,474","8,125",12,283,0,9.2,1.1
02/02/2020,2,21:00:00,790,"10,544","2,404","7,914",12,214,0,8.7,0.9
02/02/2020,2,22:00:00,791,"9,793","2,400","7,169",11,213,0,7.8,0.9
02/02/2020,2,23:00:00,792,"8,850","2,681","6,047",11,111,0,7.7,0.7
03/02/2020,2,0:00:00,793,"7,703","2,400","5,105",12,186,0,7.7,0.6
03/02/2020,2,1:00:00,794,"7,163","2,367","4,750",11,35,0,7.8,0.5
03/02/2020,2,2:00:00,795,"6,687","2,367","4,276",10,34,0,7.7,0.4
03/02/2020,2,3:00:00,796,"6,445","2,362","4,038",11,34,0,7.8,0.4
03/02/2020,2,4:00:00,797,"6,535","2,375","4,113",12,35,0,7.9,0.5
03/02/2020,2,5:00:00,798,"6,954","2,368","4,542",12,32,9,8.9,0.4
03/02/2020,2,6:00:00,799,"7,755","2,360","5,352",11,32,148,10.4,0.2
03/02/2020,2,7:00:00,800,"8,980","2,678","6,210",54,38,321,12.2,0.2
03/02/2020,2,8:00:00,801,"8,976","2,485","5,917",514,60,454,14.2,0.6
03/02/2020,2,9:00:00,802,"8,808","2,471","5,274",966,97,554,15.1,1.5
03/02/2020,2,10:00:00,803,"8,567","2,484","4,592","1,290",201,601,15.8,2.3
03/02/2020,2,11:00:00,804,"8,322","2,472","4,193","1,285",372,632,15.7,2.6
03/02/2020,2,12:00:00,805,"8,073","2,460","4,103","1,142",368,534,15.6,2.9
03/02/2020,2,13:00:00,806,"8,103","2,516","4,273",996,318,425,15.4,3.1
03/02/2020,2,14:00:00,807,"8,345","2,518","4,525",983,319,282,15,3.1
03/02/2020,2,15:00:00,808,"8,514","2,473","5,004",769,268,109,14.6,2.9
03/02/2020,2,16:00:00,809,"8,678","2,531","5,108",458,581,2,13.5,2.8
03/02/2020,2,17:00:00,810,"9,125","2,438","5,859",142,686,0,12.1,2.6
03/02/2020,2,18:00:00,811,"10,389","2,522","7,087",91,689,0,12,2.3
03/02/2020,2,19:00:00,812,"10,709","2,889","7,010",15,795,0,11.4,2
03/02/2020,2,20:00:00,813,"10,758","2,723","7,334",16,685,0,10.6,1.9
03/02/2020,2,21:00:00,814,"10,411","2,713","6,999",17,682,0,10,1.7
03/02/2020,2,22:00:00,815,"9,627","2,560","6,485",19,563,0,9.3,1.7
03/02/2020,2,23:00:00,816,"8,734","2,384","5,800",16,534,0,9.2,1.5
04/02/2020,2,0:00:00,817,"7,628","2,385","4,697",15,531,0,9.2,1.5
04/02/2020,2,1:00:00,818,"6,758","2,383","3,829",13,533,0,8.9,1.7
04/02/2020,2,2:00:00,819,"6,359","2,388","3,562",12,397,0,8.7,1.6
04/02/2020,2,3:00:00,820,"6,132","2,391","3,470",12,259,0,9,1.5
04/02/2020,2,4:00:00,821,"6,208","2,388","3,548",13,259,0,9.1,1.6
04/02/2020,2,5:00:00,822,"6,599","2,394","3,821",11,373,10,9.8,1.9
04/02/2020,2,6:00:00,823,"7,421","2,396","4,974",12,39,146,10.4,2.3
04/02/2020,2,7:00:00,824,"8,605","2,983","5,528",50,44,229,12,2.4
04/02/2020,2,8:00:00,825,"8,753","2,937","5,097",455,264,398,13.8,2.1
04/02/2020,2,9:00:00,826,"8,787","2,685","4,731",933,438,425,14.5,1.8
04/02/2020,2,10:00:00,827,"8,454","2,825","4,194","1,192",243,300,15.3,2
04/02/2020,2,11:00:00,828,"8,355","2,700","4,523","1,092",40,313,15.6,2.5
04/02/2020,2,12:00:00,829,"8,287","2,727","4,366","1,014",180,384,15.8,3
04/02/2020,2,13:00:00,830,"8,457","2,762","4,698",955,42,274,15.5,3.2
04/02/2020,2,14:00:00,831,"8,606","2,702","4,908",937,59,306,14.8,3
04/02/2020,2,15:00:00,832,"8,859","2,772","5,027",692,368,127,14,2.5
04/02/2020,2,16:00:00,833,"9,137","3,107","5,238",479,313,2,13.3,1.9
04/02/2020,2,17:00:00,834,"9,370","3,320","5,823",93,134,0,12.4,1.3
04/02/2020,2,18:00:00,835,"10,481","3,594","6,800",47,40,0,12,0.7
04/02/2020,2,19:00:00,836,"10,738","3,668","7,017",14,39,0,11.5,0.3
04/02/2020,2,20:00:00,837,"10,718","3,737","6,804",14,163,0,10.5,0.4
04/02/2020,2,21:00:00,838,"10,357","3,407","6,900",12,38,0,9.8,0.7
04/02/2020,2,22:00:00,839,"9,551","3,116","6,387",11,37,0,9.1,0.9
04/02/2020,2,23:00:00,840,"8,774","2,970","5,758",12,34,0,8.9,1.1
05/02/2020,2,0:00:00,841,"7,769","2,632","5,087",12,38,0,9,1.3
05/02/2020,2,1:00:00,842,"7,132","2,486","4,596",11,39,0,8.7,1.3
05/02/2020,2,2:00:00,843,"6,622","2,396","4,175",13,38,0,8.3,1.2
05/02/2020,2,3:00:00,844,"6,355","2,415","3,889",13,38,0,8.5,1.2
05/02/2020,2,4:00:00,845,"6,395","2,401","3,942",13,39,0,8.5,1
05/02/2020,2,5:00:00,846,"6,834","2,406","4,374",13,41,11,9.2,0.9
05/02/2020,2,6:00:00,847,"7,656","2,404","5,197",13,42,156,10.5,0.9
05/02/2020,2,7:00:00,848,"8,559","2,498","5,960",62,39,332,12.6,1
05/02/2020,2,8:00:00,849,"8,626","2,693","5,346",547,40,471,15,1.2
05/02/2020,2,9:00:00,850,"8,513","2,620","4,781","1,072",40,566,16.4,1.2
05/02/2020,2,10:00:00,851,"8,305","2,462","4,427","1,339",77,609,17.6,1.3
05/02/2020,2,11:00:00,852,"8,094","2,308","4,294","1,456",36,677,17.9,1.5
05/02/2020,2,12:00:00,853,"7,981","2,229","4,256","1,458",38,614,18.2,1.6
05/02/2020,2,13:00:00,854,"7,956","2,264","4,186","1,465",41,487,18.2,1.6
05/02/2020,2,14:00:00,855,"8,114","2,316","4,240","1,373",185,315,17.8,1.4
05/02/2020,2,15:00:00,856,"8,044","2,359","4,433","1,213",39,125,16.6,1.1
05/02/2020,2,16:00:00,857,"8,007","2,408","4,815",742,42,3,14.6,1.3
05/02/2020,2,17:00:00,858,"8,344","2,419","5,712",178,35,0,12.8,1.4
05/02/2020,2,18:00:00,859,"9,725","2,653","6,929",109,34,0,12.4,1.5
05/02/2020,2,19:00:00,860,"10,158","2,635","7,380",109,34,0,11.6,1.6
05/02/2020,2,20:00:00,861,"10,206","2,636","7,424",111,35,0,10.8,1.7
05/02/2020,2,21:00:00,862,"9,938","2,595","7,200",107,36,0,9.9,1.7
05/02/2020,2,22:00:00,863,"9,367","2,505","6,766",61,35,0,9.2,1.6
05/02/2020,2,23:00:00,864,"8,736","2,404","6,283",13,36,0,8.7,1.7
06/02/2020,2,0:00:00,865,"7,671","2,389","5,233",13,36,0,8.3,1.8
06/02/2020,2,1:00:00,866,"6,590","2,383","4,159",13,35,0,8.1,1.8
06/02/2020,2,2:00:00,867,"6,165","2,381","3,737",13,34,0,7.9,1.9
06/02/2020,2,3:00:00,868,"5,995","2,382","3,565",13,35,0,7.9,2
06/02/2020,2,4:00:00,869,"6,019","2,410","3,560",13,36,0,8.3,2.2
06/02/2020,2,5:00:00,870,"6,428","2,540","3,840",13,35,10,10.4,2.2
06/02/2020,2,6:00:00,871,"7,216","2,750","4,416",13,37,139,13.3,2.4
06/02/2020,2,7:00:00,872,"8,304","2,750","5,454",64,36,304,15.8,3.2
06/02/2020,2,8:00:00,873,"8,398","2,673","5,081",607,37,445,17.8,4.3
06/02/2020,2,9:00:00,874,"8,316","2,537","4,455","1,150",174,543,18.9,5.2
06/02/2020,2,10:00:00,875,"8,128","2,451","4,103","1,392",182,588,20.4,5.8
06/02/2020,2,11:00:00,876,"7,982","2,440","3,930","1,500",112,655,21,5.7
06/02/2020,2,12:00:00,877,"7,807","2,386","3,891","1,493",37,595,21.4,5.2
06/02/2020,2,13:00:00,878,"7,813","2,367","3,924","1,480",42,468,21.5,4.5
06/02/2020,2,14:00:00,879,"7,868","2,357","4,030","1,365",116,301,20.3,3.2
06/02/2020,2,15:00:00,880,"7,899","2,357","4,325","1,037",180,110,18.5,2.4
06/02/2020,2,16:00:00,881,"7,838","2,355","4,709",520,254,0,17,2.4
06/02/2020,2,17:00:00,882,"8,194","2,379","5,322",173,320,0,15.4,2.7
06/02/2020,2,18:00:00,883,"9,308","2,441","6,653",103,111,0,14.6,2.9
06/02/2020,2,19:00:00,884,"9,618","2,400","7,004",102,112,0,13.7,2.9
06/02/2020,2,20:00:00,885,"9,589","2,406","6,936",108,139,0,12.4,2.2
06/02/2020,2,21:00:00,886,"9,225","2,402","6,575",109,139,0,11.3,1.4
06/02/2020,2,22:00:00,887,"8,700","2,400","6,110",80,110,0,10.4,1.1
06/02/2020,2,23:00:00,888,"8,121","2,394","5,596",22,109,0,9.9,1.3
07/02/2020,2,0:00:00,889,"7,293","2,396","4,774",15,108,0,9.8,1.4
07/02/2020,2,1:00:00,890,"6,610","2,383","4,100",17,110,0,9.4,1.7
07/02/2020,2,2:00:00,891,"6,155","2,377","3,653",15,110,0,9.1,1.8
07/02/2020,2,3:00:00,892,"5,944","2,389","3,508",12,35,0,9.2,1.8
07/02/2020,2,4:00:00,893,"6,067","2,401","3,620",11,35,0,9.5,1.8
07/02/2020,2,5:00:00,894,"6,335","2,385","3,904",11,35,2,10.5,2
07/02/2020,2,6:00:00,895,"6,739","2,387","4,305",11,36,39,11.7,2.8
07/02/2020,2,7:00:00,896,"7,368","2,379","4,885",69,35,103,12.5,4.6
07/02/2020,2,8:00:00,897,"8,222","2,396","5,600",190,36,199,13.6,6.1
07/02/2020,2,9:00:00,898,"8,746","2,372","6,011",302,61,434,12.5,6.1
07/02/2020,2,10:00:00,899,"9,254","2,507","6,178",310,259,307,11.1,5.2
07/02/2020,2,11:00:00,900,"9,691","2,718","6,557",352,64,456,11,4.9
07/02/2020,2,12:00:00,901,"9,768","2,805","6,626",275,62,158,12.1,4.7
07/02/2020,2,13:00:00,902,"9,729","2,730","6,648",315,36,147,12.9,4.7
07/02/2020,2,14:00:00,903,"9,704","2,411","6,680",577,36,296,12.7,4.5
07/02/2020,2,15:00:00,904,"9,610","2,380","6,477",718,35,110,12.2,4.1
07/02/2020,2,16:00:00,905,"9,774","2,378","6,877",484,35,0,11.2,3.8
07/02/2020,2,17:00:00,906,"9,960","2,383","7,475",67,35,0,10.3,3.6
07/02/2020,2,18:00:00,907,"10,357","2,370","7,924",27,36,0,9.6,3.5
07/02/2020,2,19:00:00,908,"9,991","2,376","7,548",31,36,0,9.2,3.6
07/02/2020,2,20:00:00,909,"9,583","2,371","7,158",20,34,0,8.9,4.1
07/02/2020,2,21:00:00,910,"9,278","2,384","6,836",24,34,0,9.3,5.1
07/02/2020,2,22:00:00,911,"8,875","2,385","6,440",16,34,0,9.6,6.3
07/02/2020,2,23:00:00,912,"8,245","2,376","5,815",19,35,0,9.6,6.4
08/02/2020,2,0:00:00,913,"7,561","2,379","5,131",17,34,0,9.9,6.4
08/02/2020,2,1:00:00,914,"6,967","2,382","4,524",27,34,0,9.7,6.5
08/02/2020,2,2:00:00,915,"6,564","2,372","4,147",11,34,0,9.3,6.6
08/02/2020,2,3:00:00,916,"6,331","2,373","3,906",20,32,0,9.1,6.7
08/02/2020,2,4:00:00,917,"6,306","2,372","3,882",19,33,0,9.1,6.6
08/02/2020,2,5:00:00,918,"6,520","2,369","4,103",15,33,12,9.2,6.4
08/02/2020,2,6:00:00,919,"6,594","2,380","4,151",31,32,153,9.4,6.8
08/02/2020,2,7:00:00,920,"6,768","2,372","4,289",74,33,265,10.1,8.3
08/02/2020,2,8:00:00,921,"7,425","2,370","4,696",326,33,239,11.2,9
08/02/2020,2,9:00:00,922,"8,084","2,478","5,182",392,32,273,11.3,9.4
08/02/2020,2,10:00:00,923,"8,640","2,391","5,778",440,31,145,11.2,9.6
08/02/2020,2,11:00:00,924,"9,036","2,397","6,168",440,31,354,11.2,10.3
08/02/2020,2,12:00:00,925,"9,191","2,393","6,026",740,32,297,11,10.1
08/02/2020,2,13:00:00,926,"8,907","2,352","6,110",413,32,196,10.7,9.2
08/02/2020,2,14:00:00,927,"8,890","2,361","5,909",588,32,137,10.5,8.1
08/02/2020,2,15:00:00,928,"8,896","2,498","6,125",241,32,118,10.3,6.7
08/02/2020,2,16:00:00,929,"9,089","2,433","6,454",168,34,2,9.8,6.1
08/02/2020,2,17:00:00,930,"9,542","2,530","6,953",24,35,0,9.2,5.5
08/02/2020,2,18:00:00,931,"10,423","2,800","7,569",19,35,0,9,4.9
08/02/2020,2,19:00:00,932,"11,021","3,133","7,829",25,34,0,8.5,4.3
08/02/2020,2,20:00:00,933,"10,991","3,182","7,748",26,35,0,8.2,4
08/02/2020,2,21:00:00,934,"10,703","3,188","7,461",22,32,0,7.9,4.2
08/02/2020,2,22:00:00,935,"10,202","3,186","6,954",26,36,0,7.3,4.5
08/02/2020,2,23:00:00,936,"9,250","2,866","6,329",20,35,0,7.3,5
09/02/2020,2,0:00:00,937,"8,046","2,729","5,263",16,38,0,7.4,5.2
09/02/2020,2,1:00:00,938,"7,087","2,392","4,640",18,37,0,7.1,5.5
09/02/2020,2,2:00:00,939,"6,470","2,350","4,064",18,38,0,7,5.7
09/02/2020,2,3:00:00,940,"6,230","2,354","3,824",17,35,0,7.5,5.5
09/02/2020,2,4:00:00,941,"6,216","2,350","3,816",16,34,0,7.8,5.5
09/02/2020,2,5:00:00,942,"6,702","2,352","4,302",13,35,9,7.7,5.2
09/02/2020,2,6:00:00,943,"7,475","2,354","5,074",12,35,63,7.4,5.5
09/02/2020,2,7:00:00,944,"8,893","2,576","6,265",16,36,135,8,6
09/02/2020,2,8:00:00,945,"9,660","3,011","6,476",137,36,251,8.8,6.2
09/02/2020,2,9:00:00,946,"10,085","3,600","6,087",361,37,100,9.3,6.4
09/02/2020,2,10:00:00,947,"10,342","3,814","5,887",606,35,164,9.6,6.2
09/02/2020,2,11:00:00,948,"10,334","3,820","5,825",651,38,463,9.5,6
09/02/2020,2,12:00:00,949,"10,333","3,633","6,150",512,38,387,9.4,5.8
09/02/2020,2,13:00:00,950,"10,475","3,728","6,129",582,36,96,8.7,5.6
09/02/2020,2,14:00:00,951,"10,680","3,676","6,416",554,34,196,7.8,5.1
09/02/2020,2,15:00:00,952,"10,955","3,613","6,870",434,38,81,7.6,4.3
09/02/2020,2,16:00:00,953,"11,127","3,611","7,260",218,38,0,7.3,3.4
09/02/2020,2,17:00:00,954,"11,761","3,770","7,789",16,186,0,6.9,2.7
09/02/2020,2,18:00:00,955,"12,696","4,018","8,469",22,187,0,6.9,2.3
09/02/2020,2,19:00:00,956,"12,871","4,029","8,566",39,237,0,6.8,2
09/02/2020,2,20:00:00,957,"12,726","4,029","8,448",10,239,0,6.5,1.9
09/02/2020,2,21:00:00,958,"12,264","4,022","8,045",11,186,0,6.5,1.7
09/02/2020,2,22:00:00,959,"11,362","3,769","7,393",14,186,0,6.3,1.2
09/02/2020,2,23:00:00,960,"10,229","3,323","6,783",10,113,0,6.2,1
10/02/2020,2,0:00:00,961,"8,937","2,937","5,954",12,34,0,6.1,1
10/02/2020,2,1:00:00,962,"7,829","2,485","5,298",12,34,0,5.9,1
10/02/2020,2,2:00:00,963,"7,253","2,394","4,814",12,33,0,5.4,1
10/02/2020,2,3:00:00,964,"7,043","2,402","4,597",11,33,0,5.1,1.1
10/02/2020,2,4:00:00,965,"7,063","2,401","4,618",11,33,0,5.5,1.2
10/02/2020,2,5:00:00,966,"7,498","2,408","5,046",11,33,10,6.1,1.5
10/02/2020,2,6:00:00,967,"8,411","2,592","5,774",11,34,135,6.4,2.1
10/02/2020,2,7:00:00,968,"9,840","3,126","6,641",39,34,364,7.2,3
10/02/2020,2,8:00:00,969,"10,522","3,579","6,626",283,34,321,8,3.8
10/02/2020,2,9:00:00,970,"10,614","3,729","6,410",437,38,370,8.7,4.5
10/02/2020,2,10:00:00,971,"10,648","3,728","6,304",578,38,313,9.5,4.9
10/02/2020,2,11:00:00,972,"10,761","3,691","6,321",711,38,624,9.7,5.3
10/02/2020,2,12:00:00,973,"10,696","3,695","6,224",736,41,564,9.7,5.7
10/02/2020,2,13:00:00,974,"10,629","3,681","6,170",736,42,482,9.3,5.9
10/02/2020,2,14:00:00,975,"10,844","3,560","6,547",545,192,108,9,5.1
10/02/2020,2,15:00:00,976,"11,138","3,562","6,795",589,192,78,8.4,3.5
10/02/2020,2,16:00:00,977,"11,101","3,558","7,045",306,192,3,7.7,2.4
10/02/2020,2,17:00:00,978,"11,826","3,653","7,865",117,191,0,7.3,1.8
10/02/2020,2,18:00:00,979,"12,872","3,855","8,816",10,191,0,7.2,1.7
10/02/2020,2,19:00:00,980,"13,133","3,903","9,027",13,190,0,7.2,1.7
10/02/2020,2,20:00:00,981,"13,021","3,897","8,800",14,310,0,6.8,1.8
10/02/2020,2,21:00:00,982,"12,578","3,896","8,363",15,304,0,6.5,1.9
10/02/2020,2,22:00:00,983,"11,709","3,904","7,614",8,183,0,6,2
10/02/2020,2,23:00:00,984,"10,577","3,723","6,660",12,182,0,5.9,2.1
11/02/2020,2,0:00:00,985,"9,066","3,223","5,796",12,35,0,5.6,2.1
11/02/2020,2,1:00:00,986,"8,041","2,752","5,241",12,36,0,5.1,2
11/02/2020,2,2:00:00,987,"7,462","2,376","5,037",12,37,0,4.7,2
11/02/2020,2,3:00:00,988,"7,220","2,373","4,799",11,37,0,4.8,2
11/02/2020,2,4:00:00,989,"7,240","2,376","4,818",10,36,0,4.9,2.1
11/02/2020,2,5:00:00,990,"7,724","2,706","4,972",10,36,16,5.8,2.2
11/02/2020,2,6:00:00,991,"8,638","3,058","5,537",10,33,127,6.8,2.6
11/02/2020,2,7:00:00,992,"10,215","3,674","6,429",81,31,273,8.5,3.2
11/02/2020,2,8:00:00,993,"10,319","4,025","5,946",315,33,553,10.8,3.4
11/02/2020,2,9:00:00,994,"10,441","3,841","5,747",816,37,605,11.7,3.7
11/02/2020,2,10:00:00,995,"10,408","3,415","5,871","1,086",36,634,12.1,3.9
11/02/2020,2,11:00:00,996,"10,242","2,835","6,258","1,112",37,367,12.1,4
11/02/2020,2,12:00:00,997,"10,288","3,106","6,383",764,35,625,12,4.4
11/02/2020,2,13:00:00,998,"10,674","3,248","6,512",881,33,306,12.1,4.1
11/02/2020,2,14:00:00,999,"11,083","3,474","6,721",705,183,306,12.1,3.3
11/02/2020,2,15:00:00,"1,000","11,446","3,839","6,800",711,96,100,11.8,2.6
11/02/2020,2,16:00:00,"1,001","11,371","4,004","6,988",346,33,6,11.1,2
11/02/2020,2,17:00:00,"1,002","11,855","4,021","7,726",74,34,0,10.5,1.9
11/02/2020,2,18:00:00,"1,003","12,726","4,010","8,521",12,183,0,10.6,2.3
11/02/2020,2,19:00:00,"1,004","12,997","4,016","8,782",12,187,0,10.2,2.5
11/02/2020,2,20:00:00,"1,005","12,862","4,018","8,600",12,232,0,9.6,2.7
11/02/2020,2,21:00:00,"1,006","12,461","4,016","8,160",15,270,0,9.8,3.6
11/02/2020,2,22:00:00,"1,007","11,506","3,933","7,524",15,34,0,9.8,4.4
11/02/2020,2,23:00:00,"1,008","10,499","3,946","6,505",14,34,0,9.9,4.1
12/02/2020,2,0:00:00,"1,009","8,982","3,692","5,244",11,35,0,9.8,3.7
12/02/2020,2,1:00:00,"1,010","7,899","2,787","5,067",11,34,0,9.8,3.3
12/02/2020,2,2:00:00,"1,011","7,353","2,444","4,864",11,34,0,9.9,3.1
12/02/2020,2,3:00:00,"1,012","7,054","2,354","4,654",11,35,0,10,3
12/02/2020,2,4:00:00,"1,013","7,076","2,359","4,667",13,37,0,9.8,3
12/02/2020,2,5:00:00,"1,014","7,556","2,361","5,152",11,32,17,10.5,3
12/02/2020,2,6:00:00,"1,015","8,446","2,542","5,862",11,31,175,11.2,3.2
12/02/2020,2,7:00:00,"1,016","9,938","2,915","6,918",74,31,371,13.1,3.6
12/02/2020,2,8:00:00,"1,017","10,224","2,733","6,860",599,32,539,15.4,3.7
12/02/2020,2,9:00:00,"1,018","10,481","2,551","6,839","1,057",34,653,15.9,3.6
12/02/2020,2,10:00:00,"1,019","10,345","2,568","6,382","1,360",35,692,16.4,3.2
12/02/2020,2,11:00:00,"1,020","9,941","2,546","5,888","1,467",40,733,16.7,3
12/02/2020,2,12:00:00,"1,021","9,653","2,470","5,644","1,501",38,659,16.9,2.8
12/02/2020,2,13:00:00,"1,022","9,606","2,457","5,641","1,473",35,514,16.7,2.6
12/02/2020,2,14:00:00,"1,023","9,559","2,435","5,690","1,400",34,340,16.2,2.3
12/02/2020,2,15:00:00,"1,024","9,496","2,421","5,716","1,175",184,144,15.4,1.8
12/02/2020,2,16:00:00,"1,025","9,279","2,452","6,135",660,32,9,13.7,1.4
