Day,Month,Hour,Hour Of Year,Total Manufacturing, Coal ,Gas, Renewable , Other ,GHI,Air temperature,Wind Speed
12/02/2020,2,17:00:00,"1,026","9,610","2,416","7,011",149,34,0,12.2,1.1
12/02/2020,2,18:00:00,"1,027","11,125","2,813","8,108",79,125,0,11.8,0.7
12/02/2020,2,19:00:00,"1,028","11,669","3,005","8,214",80,370,0,11,0.4
12/02/2020,2,20:00:00,"1,029","11,742","2,781","8,633",80,248,0,10.1,0.6
12/02/2020,2,21:00:00,"1,030","11,464","2,716","8,525",80,143,0,9.4,0.9
12/02/2020,2,22:00:00,"1,031","10,663","2,593","7,961",75,34,0,8.9,1.1
12/02/2020,2,23:00:00,"1,032","9,769","2,875","6,849",11,34,0,8.6,1.6
13/02/2020,2,0:00:00,"1,033","8,539","2,854","5,557",11,117,0,8.3,1.9
13/02/2020,2,1:00:00,"1,034","7,570","2,827","4,699",11,33,0,7.9,2.1
13/02/2020,2,2:00:00,"1,035","6,973","2,673","4,257",10,33,0,7.7,2.3
13/02/2020,2,3:00:00,"1,036","6,719","2,402","4,274",10,33,0,7.8,2.2
13/02/2020,2,4:00:00,"1,037","6,785","2,370","4,378",10,27,0,8.4,2.2
13/02/2020,2,5:00:00,"1,038","7,047","2,372","4,639",10,26,18,9.9,2.1
13/02/2020,2,6:00:00,"1,039","7,861","2,371","5,453",10,27,177,11.5,2.1
13/02/2020,2,7:00:00,"1,040","9,160","2,416","6,628",83,33,366,14.1,2.4
13/02/2020,2,8:00:00,"1,041","9,306","2,361","6,298",622,25,524,16.8,2.7
13/02/2020,2,9:00:00,"1,042","9,191","2,356","5,669","1,141",25,645,17.9,2.6
13/02/2020,2,10:00:00,"1,043","8,928","2,365","5,059","1,389",115,681,18.9,2.4
13/02/2020,2,11:00:00,"1,044","8,649","2,359","4,669","1,499",122,736,19.2,2.7
13/02/2020,2,12:00:00,"1,045","8,430","2,380","4,505","1,516",29,665,19.5,3
13/02/2020,2,13:00:00,"1,046","8,381","2,378","4,467","1,509",27,526,19.3,3
13/02/2020,2,14:00:00,"1,047","8,391","2,372","4,559","1,424",36,345,18.4,2.6
13/02/2020,2,15:00:00,"1,048","8,397","2,372","4,796","1,195",34,147,16.9,2.2
13/02/2020,2,16:00:00,"1,049","8,259","2,378","5,072",775,34,10,14.8,2
13/02/2020,2,17:00:00,"1,050","8,635","2,444","5,970",190,31,0,12.9,1.6
13/02/2020,2,18:00:00,"1,051","10,134","2,494","7,482",124,34,0,12.1,1.2
13/02/2020,2,19:00:00,"1,052","10,567","3,110","7,300",126,31,0,11.2,1
13/02/2020,2,20:00:00,"1,053","10,631","2,784","7,689",124,34,0,10.5,0.9
13/02/2020,2,21:00:00,"1,054","10,308","2,717","7,433",125,33,0,10.2,1
13/02/2020,2,22:00:00,"1,055","9,650","2,575","7,031",10,34,0,9.5,1
13/02/2020,2,23:00:00,"1,056","9,044","2,426","6,573",11,34,0,9.5,1.1
14/02/2020,2,0:00:00,"1,057","8,001","2,380","5,577",11,33,0,9.2,1
14/02/2020,2,1:00:00,"1,058","7,323","2,380","4,898",11,34,0,8.9,1.4
14/02/2020,2,2:00:00,"1,059","6,773","2,372","4,356",11,34,0,8.7,1.9
14/02/2020,2,3:00:00,"1,060","6,350","2,383","3,920",14,33,0,9.1,1.9
14/02/2020,2,4:00:00,"1,061","6,314","2,374","3,892",15,33,0,9.9,1.9
14/02/2020,2,5:00:00,"1,062","6,604","2,388","4,161",23,32,19,11.3,2.2
14/02/2020,2,6:00:00,"1,063","7,051","2,479","4,515",25,32,172,12.6,2.7
14/02/2020,2,7:00:00,"1,064","7,671","2,779","4,752",108,32,354,14.8,3.5
14/02/2020,2,8:00:00,"1,065","8,129","2,995","4,451",652,31,511,16.4,4
14/02/2020,2,9:00:00,"1,066","8,231","2,827","4,176","1,195",33,619,17,4.6
14/02/2020,2,10:00:00,"1,067","8,399","2,701","4,157","1,359",182,690,18.2,5.3
14/02/2020,2,11:00:00,"1,068","8,606","2,708","4,413","1,452",33,547,17.9,5.4
14/02/2020,2,12:00:00,"1,069","8,563","3,050","4,416","1,065",32,583,17.5,5.1
14/02/2020,2,13:00:00,"1,070","8,743","3,250","4,611",850,32,229,16.9,4.4
14/02/2020,2,14:00:00,"1,071","8,927","3,291","4,993",610,33,155,16.3,3.7
14/02/2020,2,15:00:00,"1,072","9,212","3,733","5,127",319,33,58,15.6,3.4
14/02/2020,2,16:00:00,"1,073","9,594","3,656","5,460",143,335,3,15.2,3.4
14/02/2020,2,17:00:00,"1,074","9,807","3,445","6,006",26,330,0,14.6,3.6
14/02/2020,2,18:00:00,"1,075","10,032","3,198","6,477",29,328,0,14,3.8
14/02/2020,2,19:00:00,"1,076","9,670","2,874","6,454",20,322,0,14.1,3.9
14/02/2020,2,20:00:00,"1,077","9,153","2,492","6,320",21,320,0,13.8,3.8
14/02/2020,2,21:00:00,"1,078","8,975","2,388","6,246",24,317,0,13.8,3.5
14/02/2020,2,22:00:00,"1,079","8,510","2,391","5,788",18,313,0,13.4,2.9
14/02/2020,2,23:00:00,"1,080","7,940","2,383","5,228",20,309,0,12.5,2.4
15/02/2020,2,0:00:00,"1,081","7,267","2,393","4,545",18,311,0,11.9,2.3
15/02/2020,2,1:00:00,"1,082","6,658","2,385","3,943",19,311,0,11.6,2.3
15/02/2020,2,2:00:00,"1,083","6,291","2,381","3,866",15,29,0,11.1,2.4
15/02/2020,2,3:00:00,"1,084","6,060","2,382","3,634",14,30,0,10.9,2.3
15/02/2020,2,4:00:00,"1,085","6,045","2,387","3,615",13,30,0,10.8,2.1
15/02/2020,2,5:00:00,"1,086","6,247","2,385","3,818",12,32,19,11.5,1.7
15/02/2020,2,6:00:00,"1,087","6,456","2,538","3,878",11,29,166,13.1,1.2
15/02/2020,2,7:00:00,"1,088","6,533","2,651","3,755",98,29,343,15.5,0.9
15/02/2020,2,8:00:00,"1,089","7,023","2,550","3,769",673,31,505,18,0.9
15/02/2020,2,9:00:00,"1,090","7,384","2,474","3,762","1,113",35,627,18.8,0.8
15/02/2020,2,10:00:00,"1,091","7,794","2,582","3,734","1,440",38,659,20.3,0.3
15/02/2020,2,11:00:00,"1,092","7,694","2,572","3,576","1,513",33,732,20.5,0.6
15/02/2020,2,12:00:00,"1,093","7,526","2,369","3,587","1,538",32,659,20.7,1.1
15/02/2020,2,13:00:00,"1,094","7,361","2,387","3,408","1,537",29,522,20.5,1.4
15/02/2020,2,14:00:00,"1,095","7,227","2,383","3,366","1,451",27,339,19.6,1.8
15/02/2020,2,15:00:00,"1,096","7,168","2,396","3,524","1,219",29,145,18,2.5
15/02/2020,2,16:00:00,"1,097","7,395","2,389","4,203",775,28,7,15.8,2.9
15/02/2020,2,17:00:00,"1,098","7,751","2,386","5,117",221,27,0,13.6,2.1
15/02/2020,2,18:00:00,"1,099","8,907","2,532","6,211",135,29,0,13,1.2
15/02/2020,2,19:00:00,"1,100","9,525","2,634","6,724",136,31,0,12.3,0.8
15/02/2020,2,20:00:00,"1,101","9,555","2,626","6,773",129,27,0,11.5,0.9
15/02/2020,2,21:00:00,"1,102","9,365","2,485","6,832",18,30,0,11.2,1.2
15/02/2020,2,22:00:00,"1,103","9,102","2,482","6,568",19,33,0,10.9,1.6
15/02/2020,2,23:00:00,"1,104","8,086","2,466","5,565",23,32,0,10.6,2
16/02/2020,2,0:00:00,"1,105","7,180","2,392","4,729",26,33,0,10.3,2.2
16/02/2020,2,1:00:00,"1,106","6,424","2,386","3,972",28,38,0,9.8,2.2
16/02/2020,2,2:00:00,"1,107","5,962","2,385","3,514",25,38,0,9.6,1.9
16/02/2020,2,3:00:00,"1,108","5,779","2,379","3,335",26,39,0,10,1.8
16/02/2020,2,4:00:00,"1,109","5,775","2,376","3,337",24,38,0,10.4,1.8
16/02/2020,2,5:00:00,"1,110","6,191","2,379","3,748",26,38,22,10.9,1.8
16/02/2020,2,6:00:00,"1,111","6,829","2,375","4,392",25,37,167,11.7,2.2
16/02/2020,2,7:00:00,"1,112","7,907","2,376","5,428",65,38,319,13.2,2.7
16/02/2020,2,8:00:00,"1,113","8,191","2,383","5,346",426,36,492,15,3.1
16/02/2020,2,9:00:00,"1,114","8,367","2,375","5,112",695,185,349,16.1,3.2
16/02/2020,2,10:00:00,"1,115","8,306","2,480","4,893",893,40,370,16.8,3.5
16/02/2020,2,11:00:00,"1,116","8,323","2,628","4,709",946,40,285,16.5,4.6
16/02/2020,2,12:00:00,"1,117","8,018","2,646","4,603",730,39,244,15.8,5.3
16/02/2020,2,13:00:00,"1,118","8,095","2,655","4,480",790,170,141,15.2,4.9
16/02/2020,2,14:00:00,"1,119","8,368","2,656","5,047",632,33,258,14.6,3.9
16/02/2020,2,15:00:00,"1,120","8,326","2,649","5,098",546,33,123,14.2,3
16/02/2020,2,16:00:00,"1,121","8,317","2,644","5,246",274,153,8,13.6,2.4
16/02/2020,2,17:00:00,"1,122","8,843","2,666","6,054",96,27,0,12.5,1.8
16/02/2020,2,18:00:00,"1,123","10,142","2,883","7,223",9,27,0,12.1,1.2
16/02/2020,2,19:00:00,"1,124","10,331","3,067","7,125",9,130,0,11.5,1
16/02/2020,2,20:00:00,"1,125","10,265","2,987","7,245",9,24,0,11,1
16/02/2020,2,21:00:00,"1,126","10,031","2,919","7,079",9,24,0,10.9,1
16/02/2020,2,22:00:00,"1,127","9,111","2,422","6,656",9,24,0,10.5,1.2
16/02/2020,2,23:00:00,"1,128","8,387","2,384","5,873",10,120,0,10.2,0.9
17/02/2020,2,0:00:00,"1,129","7,463","2,398","4,823",10,232,0,10,0.8
17/02/2020,2,1:00:00,"1,130","6,616","2,391","4,105",13,107,0,10,0.8
17/02/2020,2,2:00:00,"1,131","6,154","2,419","3,682",13,40,0,9.7,0.8
17/02/2020,2,3:00:00,"1,132","6,169","2,405","3,720",10,34,0,9.8,0.8
17/02/2020,2,4:00:00,"1,133","6,045","2,404","3,596",10,35,0,10.5,0.8
17/02/2020,2,5:00:00,"1,134","6,530","2,444","4,035",15,36,25,11.1,0.7
17/02/2020,2,6:00:00,"1,135","7,214","3,020","4,146",14,34,188,11.4,0.5
17/02/2020,2,7:00:00,"1,136","8,278","2,965","5,127",76,110,387,12.4,0.3
17/02/2020,2,8:00:00,"1,137","8,561","2,928","5,088",511,34,476,14.1,0.8
17/02/2020,2,9:00:00,"1,138","8,474","2,689","4,813",939,33,459,15.2,1.5
17/02/2020,2,10:00:00,"1,139","8,376","2,764","4,174","1,313",125,499,16.5,1.9
17/02/2020,2,11:00:00,"1,140","8,341","2,698","4,326","1,284",33,685,16.9,1.8
17/02/2020,2,12:00:00,"1,141","7,978","2,695","4,076","1,173",34,656,17.2,2
17/02/2020,2,13:00:00,"1,142","8,042","2,693","4,123","1,189",37,531,17.1,2.5
17/02/2020,2,14:00:00,"1,143","8,202","2,704","4,065","1,245",188,359,16.7,3
17/02/2020,2,15:00:00,"1,144","8,282","2,720","4,416","1,110",36,155,15.9,3.2
17/02/2020,2,16:00:00,"1,145","8,371","2,714","4,969",650,38,10,14.5,3.2
17/02/2020,2,17:00:00,"1,146","8,549","2,715","5,602",143,89,0,13.1,2.8
17/02/2020,2,18:00:00,"1,147","9,875","2,737","7,090",11,37,0,12.3,2.3
17/02/2020,2,19:00:00,"1,148","10,260","2,841","7,371",11,37,0,11.5,2.1
17/02/2020,2,20:00:00,"1,149","10,274","2,811","7,283",11,169,0,10.8,2
17/02/2020,2,21:00:00,"1,150","9,921","2,732","7,146",13,30,0,10.4,1.9
17/02/2020,2,22:00:00,"1,151","9,327","2,527","6,758",11,31,0,9.9,1.7
17/02/2020,2,23:00:00,"1,152","8,403","2,496","5,740",15,152,0,9.6,1.5
18/02/2020,2,0:00:00,"1,153","7,433","2,434","4,952",17,30,0,9.6,1.5
18/02/2020,2,1:00:00,"1,154","6,745","2,380","4,318",15,32,0,9.4,1.2
18/02/2020,2,2:00:00,"1,155","6,247","2,386","3,813",16,32,0,9.3,1.1
18/02/2020,2,3:00:00,"1,156","6,049","2,380","3,618",20,31,0,9.4,1.2
18/02/2020,2,4:00:00,"1,157","6,095","2,383","3,663",17,32,0,9.8,1.4
18/02/2020,2,5:00:00,"1,158","6,489","2,377","3,953",20,139,19,11.1,1.6
18/02/2020,2,6:00:00,"1,159","7,219","2,242","4,925",20,32,142,12.3,2
18/02/2020,2,7:00:00,"1,160","8,442","2,656","5,674",79,33,266,13.5,2.5
18/02/2020,2,8:00:00,"1,161","8,577","2,675","5,496",374,32,513,15.2,2.7
18/02/2020,2,9:00:00,"1,162","8,666","2,548","5,149",786,183,649,16.8,2.3
18/02/2020,2,10:00:00,"1,163","8,626","2,559","4,803","1,132",132,703,18.3,1.3
18/02/2020,2,11:00:00,"1,164","8,537","2,314","4,755","1,435",33,738,18.4,0.5
18/02/2020,2,12:00:00,"1,165","8,381","2,222","4,588","1,537",34,626,18.9,1.5
18/02/2020,2,13:00:00,"1,166","8,306","2,222","4,563","1,489",32,447,18.9,3
18/02/2020,2,14:00:00,"1,167","8,400","2,230","4,844","1,293",33,257,17.9,4.5
18/02/2020,2,15:00:00,"1,168","8,372","2,398","5,048",893,33,79,16.7,5
18/02/2020,2,16:00:00,"1,169","8,392","2,584","5,387",390,31,7,15.7,4.7
18/02/2020,2,17:00:00,"1,170","8,905","2,761","6,024",89,31,0,14.6,4.1
18/02/2020,2,18:00:00,"1,171","10,004","2,885","6,762",24,333,0,14.1,3.4
18/02/2020,2,19:00:00,"1,172","10,270","2,811","7,189",16,254,0,13.6,2.9
18/02/2020,2,20:00:00,"1,173","10,192","2,821","6,842",14,515,0,13.3,2.7
18/02/2020,2,21:00:00,"1,174","9,824","2,697","6,626",14,487,0,12.8,2.5
18/02/2020,2,22:00:00,"1,175","9,074","2,434","6,301",19,320,0,11.9,2.7
18/02/2020,2,23:00:00,"1,176","8,338","2,399","5,820",13,106,0,12.1,3.1
19/02/2020,2,0:00:00,"1,177","7,319","2,313","4,961",13,32,0,12.2,3.5
19/02/2020,2,1:00:00,"1,178","6,570","2,199","4,328",13,30,0,12.1,3.8
19/02/2020,2,2:00:00,"1,179","6,159","2,209","3,908",13,29,0,12.1,3.7
19/02/2020,2,3:00:00,"1,180","5,982","2,202","3,738",11,31,0,12.3,3.5
19/02/2020,2,4:00:00,"1,181","6,043","2,199","3,803",11,30,0,12.4,3.4
19/02/2020,2,5:00:00,"1,182","6,439","2,198","4,199",11,31,26,12.2,3.7
19/02/2020,2,6:00:00,"1,183","7,087","2,196","4,843",11,37,146,12,4.2
19/02/2020,2,7:00:00,"1,184","8,184","2,331","5,690",49,114,252,12.4,4.4
19/02/2020,2,8:00:00,"1,185","8,403","2,392","5,766",208,37,282,13.2,4.6
19/02/2020,2,9:00:00,"1,186","8,397","2,226","5,701",434,36,381,13.8,5.2
19/02/2020,2,10:00:00,"1,187","8,441","2,209","5,461",628,143,239,14.6,6.1
19/02/2020,2,11:00:00,"1,188","8,488","2,223","5,578",648,39,259,14.6,6.5
19/02/2020,2,12:00:00,"1,189","8,874","2,216","5,967",653,38,181,13.9,6.8
19/02/2020,2,13:00:00,"1,190","8,963","2,218","6,054",519,172,141,12.6,6.9
19/02/2020,2,14:00:00,"1,191","9,178","2,423","6,354",304,97,147,12.1,6.3
19/02/2020,2,15:00:00,"1,192","9,623","2,845","6,571",169,38,113,12,5.5
19/02/2020,2,16:00:00,"1,193","9,663","2,857","6,644",125,37,11,11.9,4.7
19/02/2020,2,17:00:00,"1,194","10,100","2,863","7,072",13,152,0,11.5,4.9
19/02/2020,2,18:00:00,"1,195","11,024","2,906","7,812",11,295,0,11.3,5.1
19/02/2020,2,19:00:00,"1,196","11,191","2,914","7,944",11,322,0,10.9,5
19/02/2020,2,20:00:00,"1,197","11,031","2,894","7,807",11,319,0,10.9,4.5
19/02/2020,2,21:00:00,"1,198","10,543","2,632","7,582",11,318,0,11.2,4.1
19/02/2020,2,22:00:00,"1,199","9,681","2,364","7,199",11,107,0,11.2,4.3
19/02/2020,2,23:00:00,"1,200","8,857","2,302","6,512",11,32,0,11.2,4.4
20/02/2020,2,0:00:00,"1,201","7,670","2,187","5,437",14,32,0,11.1,4.3
20/02/2020,2,1:00:00,"1,202","6,832","2,198","4,453",15,166,0,10.9,4.3
20/02/2020,2,2:00:00,"1,203","6,366","2,214","4,104",16,32,0,10.9,4
20/02/2020,2,3:00:00,"1,204","6,174","2,121","4,007",16,30,0,11.1,3.6
20/02/2020,2,4:00:00,"1,205","6,345","2,137","4,164",14,30,0,11,3.4
20/02/2020,2,5:00:00,"1,206","6,619","2,243","4,335",12,29,20,11.3,3.6
20/02/2020,2,6:00:00,"1,207","7,294","2,269","4,878",12,135,94,11.8,4.3
20/02/2020,2,7:00:00,"1,208","8,409","2,400","5,893",83,33,197,12.8,4.5
20/02/2020,2,8:00:00,"1,209","8,851","2,538","5,939",338,36,456,14.1,4.6
20/02/2020,2,9:00:00,"1,210","8,896","2,533","5,636",691,36,463,14.4,4.8
20/02/2020,2,10:00:00,"1,211","8,850","2,487","5,517",730,116,777,15.1,5.2
20/02/2020,2,11:00:00,"1,212","8,861","2,405","5,583",835,38,387,15.1,5.1
20/02/2020,2,12:00:00,"1,213","8,813","2,330","5,532",914,37,249,15,4.9
20/02/2020,2,13:00:00,"1,214","8,421","2,292","5,246",846,37,390,15.1,4.5
20/02/2020,2,14:00:00,"1,215","8,713","2,332","5,416",929,36,355,14.8,3.8
20/02/2020,2,15:00:00,"1,216","8,934","2,317","5,623",959,35,169,14.2,2.8
20/02/2020,2,16:00:00,"1,217","8,527","2,290","5,500",702,35,13,13,1.9
20/02/2020,2,17:00:00,"1,218","8,874","2,389","6,241",210,34,0,11.4,1.3
20/02/2020,2,18:00:00,"1,219","9,993","2,630","7,314",16,33,0,10.3,0.7
20/02/2020,2,19:00:00,"1,220","10,352","2,734","7,578",12,28,0,9.8,0.3
20/02/2020,2,20:00:00,"1,221","10,225","2,749","7,434",12,30,0,9.4,0.7
20/02/2020,2,21:00:00,"1,222","9,851","2,525","7,280",15,31,0,8.9,1
20/02/2020,2,22:00:00,"1,223","9,227","2,323","6,857",15,32,0,8,1.1
20/02/2020,2,23:00:00,"1,224","8,940","2,313","6,578",18,31,0,8,1.3
21/02/2020,2,0:00:00,"1,225","7,971","2,251","5,673",14,33,0,8.1,1.4
21/02/2020,2,1:00:00,"1,226","7,191","2,114","5,035",10,32,0,7.8,1.7
21/02/2020,2,2:00:00,"1,227","6,723","2,160","4,521",10,32,0,7.3,2
21/02/2020,2,3:00:00,"1,228","6,434","2,165","4,226",10,33,0,7.3,2.1
21/02/2020,2,4:00:00,"1,229","6,415","2,170","4,202",10,33,0,7.9,2.1
21/02/2020,2,5:00:00,"1,230","6,678","2,164","4,471",10,33,28,9.7,2.1
21/02/2020,2,6:00:00,"1,231","7,078","2,152","4,883",10,33,207,11.8,2.3
21/02/2020,2,7:00:00,"1,232","7,621","2,390","5,067",130,34,409,13.8,2.9
21/02/2020,2,8:00:00,"1,233","8,156","2,499","5,005",613,39,602,15.5,3.4
21/02/2020,2,9:00:00,"1,234","8,258","2,300","4,829","1,088",41,733,16.7,3.8
21/02/2020,2,10:00:00,"1,235","8,213","2,303","4,267","1,386",257,786,17.8,4.3
21/02/2020,2,11:00:00,"1,236","8,375","2,217","4,253","1,489",416,795,18,4.6
21/02/2020,2,12:00:00,"1,237","8,271","2,171","4,557","1,510",33,713,18.3,5
21/02/2020,2,13:00:00,"1,238","8,206","2,180","4,524","1,470",32,568,18.5,5.3
21/02/2020,2,14:00:00,"1,239","8,290","2,221","4,553","1,488",28,376,17.9,5.2
21/02/2020,2,15:00:00,"1,240","8,305","2,220","4,762","1,143",180,157,16.9,4.6
21/02/2020,2,16:00:00,"1,241","8,641","2,833","5,015",615,178,10,15.5,4.5
21/02/2020,2,17:00:00,"1,242","8,992","2,989","5,632",191,180,0,14.1,5.1
21/02/2020,2,18:00:00,"1,243","9,353","2,825","6,219",131,178,0,13.4,4.9
21/02/2020,2,19:00:00,"1,244","9,198","2,520","6,376",124,178,0,12.6,3.3
21/02/2020,2,20:00:00,"1,245","8,785","2,517","6,072",21,175,0,12.1,2.5
21/02/2020,2,21:00:00,"1,246","8,616","2,529","5,901",10,176,0,11.9,2.9
21/02/2020,2,22:00:00,"1,247","8,272","2,579","5,510",10,173,0,11.1,3.6
21/02/2020,2,23:00:00,"1,248","7,718","2,497","5,033",16,172,0,10.9,3.9
22/02/2020,2,0:00:00,"1,249","7,063","2,440","4,428",18,177,0,10.4,4.2
22/02/2020,2,1:00:00,"1,250","6,500","2,375","3,937",15,173,0,10,4.3
22/02/2020,2,2:00:00,"1,251","6,147","2,378","3,578",16,175,0,9.7,4.2
22/02/2020,2,3:00:00,"1,252","5,923","2,379","3,350",24,170,0,9.5,3.9
22/02/2020,2,4:00:00,"1,253","5,911","2,383","3,335",21,172,0,9.6,3.7
22/02/2020,2,5:00:00,"1,254","6,142","2,381","3,574",17,170,30,10.5,3.7
22/02/2020,2,6:00:00,"1,255","6,285","2,379","3,712",23,171,200,11.8,4.3
22/02/2020,2,7:00:00,"1,256","6,398","2,384","3,740",104,170,370,12.8,4.9
22/02/2020,2,8:00:00,"1,257","7,022","2,383","3,962",507,170,606,13.4,5
22/02/2020,2,9:00:00,"1,258","7,632","2,382","4,056","1,038",156,705,14,4.5
22/02/2020,2,10:00:00,"1,259","8,042","2,692","4,038","1,154",158,676,14.9,3.7
22/02/2020,2,11:00:00,"1,260","8,254","2,713","4,147","1,225",169,509,15.3,3.7
22/02/2020,2,12:00:00,"1,261","8,415","2,884","4,449","1,052",30,390,15.6,3.9
22/02/2020,2,13:00:00,"1,262","8,495","2,820","4,476","1,163",36,482,15.7,4.1
22/02/2020,2,14:00:00,"1,263","8,364","2,740","4,472","1,117",35,357,15.4,3.8
22/02/2020,2,15:00:00,"1,264","8,372","2,800","4,454","1,085",33,149,14.6,3.1
22/02/2020,2,16:00:00,"1,265","8,430","2,878","4,871",650,31,13,13.4,2.5
22/02/2020,2,17:00:00,"1,266","8,622","2,759","5,666",165,32,0,12.3,1.9
22/02/2020,2,18:00:00,"1,267","9,361","3,325","5,992",13,31,0,12,1.3
22/02/2020,2,19:00:00,"1,268","9,962","3,734","6,187",10,31,0,11.6,0.8
22/02/2020,2,20:00:00,"1,269","9,947","3,935","5,971",10,31,0,10.9,0.4
22/02/2020,2,21:00:00,"1,270","9,699","3,493","6,164",10,32,0,10.4,0.4
22/02/2020,2,22:00:00,"1,271","9,278","3,176","6,058",11,33,0,9.3,0.4
22/02/2020,2,23:00:00,"1,272","8,767","2,924","5,803",11,29,0,9,0.6
23/02/2020,2,0:00:00,"1,273","7,706","2,436","5,229",11,30,0,9.3,0.9
23/02/2020,2,1:00:00,"1,274","6,889","2,371","4,477",11,30,0,9.4,1.1
23/02/2020,2,2:00:00,"1,275","6,356","2,378","3,938",10,30,0,9.4,1
23/02/2020,2,3:00:00,"1,276","6,122","2,348","3,726",11,37,0,9.2,0.8
23/02/2020,2,4:00:00,"1,277","6,164","2,351","3,767",11,35,0,9.6,0.6
23/02/2020,2,5:00:00,"1,278","6,613","2,346","4,225",12,30,26,10.7,0.4
23/02/2020,2,6:00:00,"1,279","7,096","2,360","4,696",12,28,162,11.1,0.6
23/02/2020,2,7:00:00,"1,280","8,185","2,546","5,529",79,31,317,12.7,1
23/02/2020,2,8:00:00,"1,281","8,651","2,573","5,676",373,29,505,14.4,1.5
23/02/2020,2,9:00:00,"1,282","8,925","2,521","5,758",615,31,668,15.5,1.9
23/02/2020,2,10:00:00,"1,283","8,875","2,523","5,417",905,30,792,16.4,2.2
23/02/2020,2,11:00:00,"1,284","8,671","2,554","4,950","1,134",33,656,16.5,2.1
23/02/2020,2,12:00:00,"1,285","8,578","2,487","4,887","1,172",32,205,16.5,2.2
23/02/2020,2,13:00:00,"1,286","8,707","2,579","5,071","1,024",33,435,16.3,3.1
23/02/2020,2,14:00:00,"1,287","8,882","2,503","5,534",814,31,360,15.3,4.4
23/02/2020,2,15:00:00,"1,288","9,030","2,587","5,741",671,31,157,14.3,4.9
23/02/2020,2,16:00:00,"1,289","8,922","2,588","5,727",498,109,13,13.1,4.6
23/02/2020,2,17:00:00,"1,290","9,279","2,693","6,273",131,182,0,12.1,3.9
23/02/2020,2,18:00:00,"1,291","10,522","3,127","7,130",11,254,0,11.9,3
23/02/2020,2,19:00:00,"1,292","10,825","3,408","7,081",11,325,0,11.1,2.3
23/02/2020,2,20:00:00,"1,293","10,735","3,380","7,023",11,321,0,10,1.8
23/02/2020,2,21:00:00,"1,294","10,284","3,267","6,687",10,320,0,9.6,1.1
23/02/2020,2,22:00:00,"1,295","9,496","2,989","6,245",13,249,0,8.7,1.1
23/02/2020,2,23:00:00,"1,296","8,629","2,744","5,767",14,104,0,8.4,2.1
24/02/2020,2,0:00:00,"1,297","7,524","2,382","5,085",12,45,0,8.2,2.2
24/02/2020,2,1:00:00,"1,298","6,990","2,386","4,560",14,30,0,7.8,2.1
24/02/2020,2,2:00:00,"1,299","6,543","2,373","4,124",15,31,0,7.5,1.8
24/02/2020,2,3:00:00,"1,300","6,362","2,383","3,934",14,31,0,7.4,1.5
24/02/2020,2,4:00:00,"1,301","6,401","2,340","4,022",9,30,0,7.9,1.2
24/02/2020,2,5:00:00,"1,302","6,855","2,342","4,473",10,30,31,9.3,1.1
24/02/2020,2,6:00:00,"1,303","7,203","2,387","4,775",10,31,187,10.5,1.3
24/02/2020,2,7:00:00,"1,304","8,286","2,397","5,684",98,107,361,12.2,2
24/02/2020,2,8:00:00,"1,305","8,493","2,547","5,309",457,180,558,14,2.5
24/02/2020,2,9:00:00,"1,306","8,470","2,604","4,951",734,181,721,15.3,2.9
24/02/2020,2,10:00:00,"1,307","8,353","2,580","4,679",987,107,537,16,2.9
24/02/2020,2,11:00:00,"1,308","8,259","2,425","4,472",991,371,429,15.7,3
24/02/2020,2,12:00:00,"1,309","8,277","2,495","4,825",926,31,215,15.4,3.3
24/02/2020,2,13:00:00,"1,310","8,426","2,599","5,085",707,35,123,14.7,3.9
24/02/2020,2,14:00:00,"1,311","8,663","2,448","5,528",654,33,178,13.9,4.4
24/02/2020,2,15:00:00,"1,312","8,839","2,672","5,547",586,34,144,13.6,4.6
24/02/2020,2,16:00:00,"1,313","8,807","2,745","5,716",315,31,14,12.8,4.4
24/02/2020,2,17:00:00,"1,314","9,195","2,741","6,166",84,204,0,11.8,3.6
24/02/2020,2,18:00:00,"1,315","10,367","3,061","6,972",18,316,0,11.4,2.6
24/02/2020,2,19:00:00,"1,316","10,698","3,197","7,162",20,319,0,10.7,1.8
24/02/2020,2,20:00:00,"1,317","10,650","3,021","7,297",14,318,0,10.3,1.6
24/02/2020,2,21:00:00,"1,318","10,259","2,850","7,080",15,314,0,10.1,2
24/02/2020,2,22:00:00,"1,319","9,454","2,625","6,568",15,246,0,10,2.8
24/02/2020,2,23:00:00,"1,320","8,548","2,617","5,772",15,144,0,10.1,3.4
25/02/2020,2,0:00:00,"1,321","7,496","2,624","4,635",16,221,0,10.2,4
25/02/2020,2,1:00:00,"1,322","6,990","2,438","4,499",22,31,0,10.5,4.6
25/02/2020,2,2:00:00,"1,323","6,565","2,272","4,240",24,29,0,10.9,5
25/02/2020,2,3:00:00,"1,324","6,337","2,245","4,046",17,29,0,10.8,4.9
25/02/2020,2,4:00:00,"1,325","6,372","2,247","4,082",14,29,0,10.8,4.9
25/02/2020,2,5:00:00,"1,326","6,667","2,253","4,369",16,29,13,11,4.9
25/02/2020,2,6:00:00,"1,327","7,207","2,274","4,887",16,30,63,11.1,5.5
25/02/2020,2,7:00:00,"1,328","8,341","2,473","5,777",60,31,65,11.6,6.7
