run,1,2,3,4,5,6,7,8,9,10,11,12
AC inverter output power (W) - Hour 4063,199105,199105,199105,199105,201179,201179,201179,201179,203253,203253,203253,203253
AC inverter output power (W) - Hour 4064,280975,280975,280975,280975,283902,283902,283902,283902,286829,286829,286829,286829
AC inverter output power (W) - Hour 4065,341883,341883,341883,341883,345445,345445,345445,345445,349006,349006,349006,349006
AC inverter output power (W) - Hour 4066,381405,381405,381405,381405,385378,385378,385378,385378,389351,389351,389351,389351
AC inverter output power (W) - Hour 4067,399243,399243,399243,399243,403402,403402,403402,403402,407561,407561,407561,407561
AC inverter output power (W) - Hour 4068,394064,394064,394064,394064,398169,398169,398169,398169,402274,402274,402274,402274
AC inverter output power (W) - Hour 4069,363978,363978,363978,363978,367769,367769,367769,367769,371561,371561,371561,371561
AC inverter output power (W) - Hour 4070,306826,306826,306826,306826,310022,310022,310022,310022,313218,313218,313218,313218
AC inverter output power (W) - Hour 4071,230666,230666,230666,230666,233069,233069,233069,233069,235472,235472,235472,235472
AC inverter output power (W) - Hour 4072,133105,133105,133105,133105,134492,134492,134492,134492,135878,135878,135878,135878
AC inverter output power (W) - Hour 4073,44592,44592,44592,44592,45056.5,45056.5,45056.5,45056.5,45521,45521,45521,45521
AC inverter output power (W) - Hour 4074,3931.36,3931.36,3931.36,3931.36,3972.31,3972.31,3972.31,3972.31,4013.26,4013.26,4013.26,4013.26
AC inverter output power (W) - Hour 4075,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4076,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4077,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4078,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4079,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4080,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4081,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4082,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4083,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4084,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4085,21074.3,21074.3,21074.3,21074.3,21293.8,21293.8,21293.8,21293.8,21513.3,21513.3,21513.3,21513.3
AC inverter output power (W) - Hour 4086,94437.7,94437.7,94437.7,94437.7,95421.4,95421.4,95421.4,95421.4,96405.2,96405.2,96405.2,96405.2
AC inverter output power (W) - Hour 4087,191753,191753,191753,191753,193750,193750,193750,193750,195748,195748,195748,195748
AC inverter output power (W) - Hour 4088,271116,271116,271116,271116,273940,273940,273940,273940,276765,276765,276765,276765
AC inverter output power (W) - Hour 4089,332058,332058,332058,332058,335517,335517,335517,335517,338976,338976,338976,338976
AC inverter output power (W) - Hour 4090,371242,371242,371242,371242,375109,375109,375109,375109,378976,378976,378976,378976
AC inverter output power (W) - Hour 4091,388346,388346,388346,388346,392391,392391,392391,392391,396436,396436,396436,396436
AC inverter output power (W) - Hour 4092,381856,381856,381856,381856,385834,385834,385834,385834,389811,389811,389811,389811
AC inverter output power (W) - Hour 4093,352554,352554,352554,352554,356227,356227,356227,356227,359899,359899,359899,359899
AC inverter output power (W) - Hour 4094,300039,300039,300039,300039,303164,303164,303164,303164,306290,306290,306290,306290
AC inverter output power (W) - Hour 4095,226027,226027,226027,226027,228381,228381,228381,228381,230735,230735,230735,230735
AC inverter output power (W) - Hour 4096,132364,132364,132364,132364,133743,133743,133743,133743,135122,135122,135122,135122
AC inverter output power (W) - Hour 4097,44123.3,44123.3,44123.3,44123.3,44582.9,44582.9,44582.9,44582.9,45042.5,45042.5,45042.5,45042.5
AC inverter output power (W) - Hour 4098,4088.75,4088.75,4088.75,4088.75,4131.34,4131.34,4131.34,4131.34,4173.94,4173.94,4173.94,4173.94
AC inverter output power (W) - Hour 4099,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4100,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4101,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4102,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4103,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4104,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4105,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4106,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4107,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4108,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4109,23601.9,23601.9,23601.9,23601.9,23847.8,23847.8,23847.8,23847.8,24093.6,24093.6,24093.6,24093.6
AC inverter output power (W) - Hour 4110,96023.4,96023.4,96023.4,96023.4,97023.7,97023.7,97023.7,97023.7,98023.9,98023.9,98023.9,98023.9
AC inverter output power (W) - Hour 4111,195009,195009,195009,195009,197040,197040,197040,197040,199071,199071,199071,199071
AC inverter output power (W) - Hour 4112,275423,275423,275423,275423,278292,278292,278292,278292,281161,281161,281161,281161
AC inverter output power (W) - Hour 4113,336147,336147,336147,336147,339648,339648,339648,339648,343150,343150,343150,343150
AC inverter output power (W) - Hour 4114,377919,377919,377919,377919,381855,381855,381855,381855,385792,385792,385792,385792
AC inverter output power (W) - Hour 4115,398436,398436,398436,398436,402586,402586,402586,402586,406737,406737,406737,406737
AC inverter output power (W) - Hour 4116,393614,393614,393614,393614,397714,397714,397714,397714,401815,401815,401815,401815
AC inverter output power (W) - Hour 4117,363342,363342,363342,363342,367127,367127,367127,367127,370911,370911,370911,370911
AC inverter output power (W) - Hour 4118,302823,302823,302823,302823,305977,305977,305977,305977,309131,309131,309131,309131
AC inverter output power (W) - Hour 4119,227275,227275,227275,227275,229642,229642,229642,229642,232010,232010,232010,232010
AC inverter output power (W) - Hour 4120,134100,134100,134100,134100,135497,135497,135497,135497,136894,136894,136894,136894
AC inverter output power (W) - Hour 4121,47689.1,47689.1,47689.1,47689.1,48185.9,48185.9,48185.9,48185.9,48682.7,48682.7,48682.7,48682.7
AC inverter output power (W) - Hour 4122,3450.42,3450.42,3450.42,3450.42,3486.36,3486.36,3486.36,3486.36,3522.3,3522.3,3522.3,3522.3
AC inverter output power (W) - Hour 4123,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4124,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4125,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4126,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4127,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4128,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4129,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4130,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4131,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4132,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4133,22044.7,22044.7,22044.7,22044.7,22274.4,22274.4,22274.4,22274.4,22504,22504,22504,22504
AC inverter output power (W) - Hour 4134,96678.5,96678.5,96678.5,96678.5,97685.6,97685.6,97685.6,97685.6,98692.6,98692.6,98692.6,98692.6
AC inverter output power (W) - Hour 4135,197426,197426,197426,197426,199483,199483,199483,199483,201539,201539,201539,201539
AC inverter output power (W) - Hour 4136,277964,277964,277964,277964,280860,280860,280860,280860,283755,283755,283755,283755
AC inverter output power (W) - Hour 4137,337431,337431,337431,337431,340945,340945,340945,340945,344460,344460,344460,344460
AC inverter output power (W) - Hour 4138,375862,375862,375862,375862,379778,379778,379778,379778,383693,383693,383693,383693
AC inverter output power (W) - Hour 4139,392242,392242,392242,392242,396328,396328,396328,396328,400414,400414,400414,400414
AC inverter output power (W) - Hour 4140,387982,387982,387982,387982,392024,392024,392024,392024,396065,396065,396065,396065
AC inverter output power (W) - Hour 4141,360784,360784,360784,360784,364543,364543,364543,364543,368301,368301,368301,368301
AC inverter output power (W) - Hour 4142,309387,309387,309387,309387,312609,312609,312609,312609,315832,315832,315832,315832
AC inverter output power (W) - Hour 4143,235264,235264,235264,235264,237714,237714,237714,237714,240165,240165,240165,240165
AC inverter output power (W) - Hour 4144,138214,138214,138214,138214,139654,139654,139654,139654,141094,141094,141094,141094
AC inverter output power (W) - Hour 4145,42973.6,42973.6,42973.6,42973.6,43421.2,43421.2,43421.2,43421.2,43868.9,43868.9,43868.9,43868.9
AC inverter output power (W) - Hour 4146,4400.47,4400.47,4400.47,4400.47,4446.31,4446.31,4446.31,4446.31,4492.14,4492.14,4492.14,4492.14
AC inverter output power (W) - Hour 4147,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4148,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4149,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4150,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4151,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4152,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4153,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4154,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4155,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4156,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4157,22001.7,22001.7,22001.7,22001.7,22230.9,22230.9,22230.9,22230.9,22460.1,22460.1,22460.1,22460.1
AC inverter output power (W) - Hour 4158,51331.4,51331.4,51331.4,51331.4,51866.1,51866.1,51866.1,51866.1,52400.8,52400.8,52400.8,52400.8
AC inverter output power (W) - Hour 4159,196086,196086,196086,196086,198129,198129,198129,198129,200172,200172,200172,200172
AC inverter output power (W) - Hour 4160,274553,274553,274553,274553,277413,277413,277413,277413,280273,280273,280273,280273
AC inverter output power (W) - Hour 4161,330255,330255,330255,330255,333695,333695,333695,333695,337135,337135,337135,337135
AC inverter output power (W) - Hour 4162,363386,363386,363386,363386,367171,367171,367171,367171,370956,370956,370956,370956
AC inverter output power (W) - Hour 4163,381666,381666,381666,381666,385642,385642,385642,385642,389617,389617,389617,389617
AC inverter output power (W) - Hour 4164,380338,380338,380338,380338,384300,384300,384300,384300,388262,388262,388262,388262
AC inverter output power (W) - Hour 4165,355867,355867,355867,355867,359574,359574,359574,359574,363281,363281,363281,363281
AC inverter output power (W) - Hour 4166,308287,308287,308287,308287,311498,311498,311498,311498,314710,314710,314710,314710
AC inverter output power (W) - Hour 4167,234497,234497,234497,234497,236939,236939,236939,236939,239382,239382,239382,239382
AC inverter output power (W) - Hour 4168,138078,138078,138078,138078,139517,139517,139517,139517,140955,140955,140955,140955
AC inverter output power (W) - Hour 4169,43451,43451,43451,43451,43903.6,43903.6,43903.6,43903.6,44356.2,44356.2,44356.2,44356.2
AC inverter output power (W) - Hour 4170,4381.77,4381.77,4381.77,4381.77,4427.41,4427.41,4427.41,4427.41,4473.06,4473.06,4473.06,4473.06
AC inverter output power (W) - Hour 4171,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4172,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4173,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4174,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4175,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4176,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4177,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4178,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4179,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4180,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4181,22755.1,22755.1,22755.1,22755.1,22992.2,22992.2,22992.2,22992.2,23229.2,23229.2,23229.2,23229.2
AC inverter output power (W) - Hour 4182,95986.8,95986.8,95986.8,95986.8,96986.6,96986.6,96986.6,96986.6,97986.5,97986.5,97986.5,97986.5
AC inverter output power (W) - Hour 4183,197439,197439,197439,197439,199496,199496,199496,199496,201552,201552,201552,201552
AC inverter output power (W) - Hour 4184,278483,278483,278483,278483,281384,281384,281384,281384,284284,284284,284284,284284
AC inverter output power (W) - Hour 4185,336013,336013,336013,336013,339513,339513,339513,339513,343013,343013,343013,343013
AC inverter output power (W) - Hour 4186,369980,369980,369980,369980,373834,373834,373834,373834,377688,377688,377688,377688
AC inverter output power (W) - Hour 4187,377425,377425,377425,377425,381357,381357,381357,381357,385288,385288,385288,385288
AC inverter output power (W) - Hour 4188,371355,371355,371355,371355,375223,375223,375223,375223,379091,379091,379091,379091
AC inverter output power (W) - Hour 4189,347011,347011,347011,347011,350626,350626,350626,350626,354241,354241,354241,354241
AC inverter output power (W) - Hour 4190,294824,294824,294824,294824,297895,297895,297895,297895,300966,300966,300966,300966
AC inverter output power (W) - Hour 4191,224747,224747,224747,224747,227088,227088,227088,227088,229429,229429,229429,229429
AC inverter output power (W) - Hour 4192,133088,133088,133088,133088,134475,134475,134475,134475,135861,135861,135861,135861
AC inverter output power (W) - Hour 4193,47631.1,47631.1,47631.1,47631.1,48127.2,48127.2,48127.2,48127.2,48623.4,48623.4,48623.4,48623.4
AC inverter output power (W) - Hour 4194,3874.64,3874.64,3874.64,3874.64,3915,3915,3915,3915,3955.36,3955.36,3955.36,3955.36
AC inverter output power (W) - Hour 4195,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4196,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4197,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4198,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4199,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4200,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4201,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4202,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4203,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4204,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4205,23046.9,23046.9,23046.9,23046.9,23287,23287,23287,23287,23527.1,23527.1,23527.1,23527.1
AC inverter output power (W) - Hour 4206,92946,92946,92946,92946,93914.2,93914.2,93914.2,93914.2,94882.4,94882.4,94882.4,94882.4
AC inverter output power (W) - Hour 4207,189693,189693,189693,189693,191669,191669,191669,191669,193645,193645,193645,193645
AC inverter output power (W) - Hour 4208,270077,270077,270077,270077,272890,272890,272890,272890,275703,275703,275703,275703
AC inverter output power (W) - Hour 4209,329140,329140,329140,329140,332568,332568,332568,332568,335997,335997,335997,335997
AC inverter output power (W) - Hour 4210,365457,365457,365457,365457,369264,369264,369264,369264,373071,373071,373071,373071
AC inverter output power (W) - Hour 4211,378258,378258,378258,378258,382198,382198,382198,382198,386138,386138,386138,386138
AC inverter output power (W) - Hour 4212,373149,373149,373149,373149,377036,377036,377036,377036,380923,380923,380923,380923
AC inverter output power (W) - Hour 4213,347240,347240,347240,347240,350857,350857,350857,350857,354474,354474,354474,354474
AC inverter output power (W) - Hour 4214,300285,300285,300285,300285,303413,303413,303413,303413,306541,306541,306541,306541
AC inverter output power (W) - Hour 4215,228913,228913,228913,228913,231297,231297,231297,231297,233682,233682,233682,233682
AC inverter output power (W) - Hour 4216,134161,134161,134161,134161,135559,135559,135559,135559,136956,136956,136956,136956
AC inverter output power (W) - Hour 4217,43852.4,43852.4,43852.4,43852.4,44309.2,44309.2,44309.2,44309.2,44766,44766,44766,44766
AC inverter output power (W) - Hour 4218,4125.92,4125.92,4125.92,4125.92,4168.9,4168.9,4168.9,4168.9,4211.88,4211.88,4211.88,4211.88
AC inverter output power (W) - Hour 4219,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4220,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4221,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4222,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4223,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4224,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4225,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4226,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4227,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4228,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4229,20843.1,20843.1,20843.1,20843.1,21060.2,21060.2,21060.2,21060.2,21277.3,21277.3,21277.3,21277.3
AC inverter output power (W) - Hour 4230,92604.2,92604.2,92604.2,92604.2,93568.9,93568.9,93568.9,93568.9,94533.5,94533.5,94533.5,94533.5
AC inverter output power (W) - Hour 4231,190772,190772,190772,190772,192760,192760,192760,192760,194747,194747,194747,194747
AC inverter output power (W) - Hour 4232,268956,268956,268956,268956,271757,271757,271757,271757,274559,274559,274559,274559
AC inverter output power (W) - Hour 4233,326990,326990,326990,326990,330396,330396,330396,330396,333802,333802,333802,333802
AC inverter output power (W) - Hour 4234,365988,365988,365988,365988,369800,369800,369800,369800,373612,373612,373612,373612
AC inverter output power (W) - Hour 4235,383931,383931,383931,383931,387930,387930,387930,387930,391929,391929,391929,391929
AC inverter output power (W) - Hour 4236,381590,381590,381590,381590,385565,385565,385565,385565,389540,389540,389540,389540
AC inverter output power (W) - Hour 4237,355895,355895,355895,355895,359602,359602,359602,359602,363309,363309,363309,363309
AC inverter output power (W) - Hour 4238,305003,305003,305003,305003,308180,308180,308180,308180,311357,311357,311357,311357
AC inverter output power (W) - Hour 4239,232707,232707,232707,232707,235131,235131,235131,235131,237555,237555,237555,237555
AC inverter output power (W) - Hour 4240,138356,138356,138356,138356,139797,139797,139797,139797,141238,141238,141238,141238
AC inverter output power (W) - Hour 4241,44786.7,44786.7,44786.7,44786.7,45253.2,45253.2,45253.2,45253.2,45719.8,45719.8,45719.8,45719.8
AC inverter output power (W) - Hour 4242,4328.52,4328.52,4328.52,4328.52,4373.6,4373.6,4373.6,4373.6,4418.69,4418.69,4418.69,4418.69
AC inverter output power (W) - Hour 4243,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4244,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4245,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4246,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4247,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4248,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4249,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4250,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4251,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4252,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4253,20542,20542,20542,20542,20755.9,20755.9,20755.9,20755.9,20969.9,20969.9,20969.9,20969.9
AC inverter output power (W) - Hour 4254,94659.3,94659.3,94659.3,94659.3,95645.3,95645.3,95645.3,95645.3,96631.3,96631.3,96631.3,96631.3
AC inverter output power (W) - Hour 4255,194914,194914,194914,194914,196945,196945,196945,196945,198975,198975,198975,198975
AC inverter output power (W) - Hour 4256,275967,275967,275967,275967,278841,278841,278841,278841,281716,281716,281716,281716
AC inverter output power (W) - Hour 4257,337588,337588,337588,337588,341105,341105,341105,341105,344621,344621,344621,344621
AC inverter output power (W) - Hour 4258,379232,379232,379232,379232,383182,383182,383182,383182,387132,387132,387132,387132
AC inverter output power (W) - Hour 4259,395747,395747,395747,395747,399869,399869,399869,399869,403992,403992,403992,403992
AC inverter output power (W) - Hour 4260,391474,391474,391474,391474,395551,395551,395551,395551,399629,399629,399629,399629
AC inverter output power (W) - Hour 4261,363263,363263,363263,363263,367046,367046,367046,367046,370830,370830,370830,370830
AC inverter output power (W) - Hour 4262,314287,314287,314287,314287,317561,317561,317561,317561,320835,320835,320835,320835
AC inverter output power (W) - Hour 4263,239703,239703,239703,239703,242200,242200,242200,242200,244696,244696,244696,244696
AC inverter output power (W) - Hour 4264,141919,141919,141919,141919,143397,143397,143397,143397,144875,144875,144875,144875
AC inverter output power (W) - Hour 4265,44014.8,44014.8,44014.8,44014.8,44473.3,44473.3,44473.3,44473.3,44931.8,44931.8,44931.8,44931.8
AC inverter output power (W) - Hour 4266,4347.16,4347.16,4347.16,4347.16,4392.44,4392.44,4392.44,4392.44,4437.72,4437.72,4437.72,4437.72
AC inverter output power (W) - Hour 4267,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4268,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4269,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4270,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4271,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4272,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4273,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4274,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4275,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4276,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4277,19618.8,19618.8,19618.8,19618.8,19823.1,19823.1,19823.1,19823.1,20027.5,20027.5,20027.5,20027.5
AC inverter output power (W) - Hour 4278,95138.4,95138.4,95138.4,95138.4,96129.4,96129.4,96129.4,96129.4,97120.5,97120.5,97120.5,97120.5
AC inverter output power (W) - Hour 4279,199219,199219,199219,199219,201294,201294,201294,201294,203369,203369,203369,203369
AC inverter output power (W) - Hour 4280,283504,283504,283504,283504,286458,286458,286458,286458,289411,289411,289411,289411
AC inverter output power (W) - Hour 4281,345988,345988,345988,345988,349592,349592,349592,349592,353197,353197,353197,353197
AC inverter output power (W) - Hour 4282,386970,386970,386970,386970,391001,391001,391001,391001,395032,395032,395032,395032
AC inverter output power (W) - Hour 4283,405839,405839,405839,405839,410067,410067,410067,410067,414294,414294,414294,414294
AC inverter output power (W) - Hour 4284,398062,398062,398062,398062,402208,402208,402208,402208,406354,406354,406354,406354
AC inverter output power (W) - Hour 4285,368931,368931,368931,368931,372774,372774,372774,372774,376617,376617,376617,376617
AC inverter output power (W) - Hour 4286,311007,311007,311007,311007,314247,314247,314247,314247,317487,317487,317487,317487
AC inverter output power (W) - Hour 4287,233901,233901,233901,233901,236338,236338,236338,236338,238774,238774,238774,238774
AC inverter output power (W) - Hour 4288,137479,137479,137479,137479,138911,138911,138911,138911,140343,140343,140343,140343
AC inverter output power (W) - Hour 4289,48514.3,48514.3,48514.3,48514.3,49019.7,49019.7,49019.7,49019.7,49525,49525,49525,49525
AC inverter output power (W) - Hour 4290,4353.15,4353.15,4353.15,4353.15,4398.5,4398.5,4398.5,4398.5,4443.84,4443.84,4443.84,4443.84
AC inverter output power (W) - Hour 4291,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4292,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4293,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4294,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4295,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4296,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4297,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4298,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4299,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4300,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4301,20756.4,20756.4,20756.4,20756.4,20972.6,20972.6,20972.6,20972.6,21188.8,21188.8,21188.8,21188.8
AC inverter output power (W) - Hour 4302,21248.6,21248.6,21248.6,21248.6,21469.9,21469.9,21469.9,21469.9,21691.2,21691.2,21691.2,21691.2
AC inverter output power (W) - Hour 4303,195469,195469,195469,195469,197505,197505,197505,197505,199542,199542,199542,199542
AC inverter output power (W) - Hour 4304,278355,278355,278355,278355,281255,281255,281255,281255,284154,284154,284154,284154
AC inverter output power (W) - Hour 4305,338981,338981,338981,338981,342512,342512,342512,342512,346043,346043,346043,346043
AC inverter output power (W) - Hour 4306,378858,378858,378858,378858,382805,382805,382805,382805,386751,386751,386751,386751
AC inverter output power (W) - Hour 4307,391755,391755,391755,391755,395836,395836,395836,395836,399917,399917,399917,399917
AC inverter output power (W) - Hour 4308,386245,386245,386245,386245,390269,390269,390269,390269,394292,394292,394292,394292
AC inverter output power (W) - Hour 4309,357537,357537,357537,357537,361262,361262,361262,361262,364986,364986,364986,364986
AC inverter output power (W) - Hour 4310,305899,305899,305899,305899,309085,309085,309085,309085,312272,312272,312272,312272
AC inverter output power (W) - Hour 4311,232999,232999,232999,232999,235426,235426,235426,235426,237853,237853,237853,237853
AC inverter output power (W) - Hour 4312,138347,138347,138347,138347,139788,139788,139788,139788,141229,141229,141229,141229
AC inverter output power (W) - Hour 4313,44485,44485,44485,44485,44948.4,44948.4,44948.4,44948.4,45411.8,45411.8,45411.8,45411.8
AC inverter output power (W) - Hour 4314,4578.77,4578.77,4578.77,4578.77,4626.47,4626.47,4626.47,4626.47,4674.16,4674.16,4674.16,4674.16
AC inverter output power (W) - Hour 4315,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4316,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4317,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4318,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4319,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4320,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4321,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4322,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4323,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4324,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 4325,21559.1,21559.1,21559.1,21559.1,21783.7,21783.7,21783.7,21783.7,22008.3,22008.3,22008.3,22008.3
AC inverter output power (W) - Hour 4326,21235.1,21235.1,21235.1,21235.1,21456.3,21456.3,21456.3,21456.3,21677.5,21677.5,21677.5,21677.5
AC inverter output power (W) - Hour 4327,190172,190172,190172,190172,192153,192153,192153,192153,194134,194134,194134,194134
